ORI,AGENCY,Govt_level,placename,CNTY,POP100,White_count,Black_count,Other_count,Hispan_allcount,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispan_Males_All,Age1524_HispanM,Age1524_HispanF,Hispan_Females_All,Other_Males_All,Age1524_OtherM,Age1524_OtherF,Other_Females_All,Pct_WYM,Pct_WYF,POP,STATEFP,place_fips
GA06602,UNION POINT,2,Union Point city,,1753,993,757,0,3,64,445,51,550,42,329,51,428,2,0,0,1,1,0,0,0,0.143820224719101,0.0927272727272727,1960.0,13,78380
GA12301,ELLAVILLE,2,Ellaville city,,1724,923,753,3,45,82,456,76,473,55,320,63,434,20,4,5,25,18,4,6,21,0.17982456140350894,0.160676532769556,1763.0,13,26980
GA00201,PEARSON,2,Pearson city,,1714,826,843,0,45,62,391,64,443,60,397,74,450,25,8,11,20,19,7,9,14,0.158567774936061,0.14446952595936802,1723.0,13,59808
GA07001,SPARTA,2,Sparta city,,1710,473,1215,18,4,29,204,17,272,73,517,93,698,1,0,1,3,6,4,5,6,0.14215686274509806,0.0625,2090.0,13,72584
GA07504,LOCUST GROVE,2,Locust Grove city,,1681,1405,248,7,21,98,692,108,729,23,123,26,129,14,1,2,7,0,0,0,0,0.141618497109827,0.148148148148148,1718.0,13,47140
GA02302,RINGGOLD,2,Ringgold city,,1675,1496,160,12,7,112,686,90,816,18,85,12,75,4,1,2,3,0,0,1,1,0.163265306122449,0.110294117647059,1675.0,13,65324
GA12802,RICHLAND,2,Richland city,,1668,708,936,9,15,56,344,42,368,83,459,83,481,7,2,1,8,0,0,0,0,0.162790697674419,0.114130434782609,1598.0,13,65016
GA02702,TRION,2,Trion town,,1661,1604,45,5,7,99,761,96,847,5,19,5,26,3,0,0,4,0,0,0,0,0.130091984231275,0.113341204250295,1730.0,13,77540
GA15401,CLEVELAND,2,Cleveland city,,1653,1412,216,24,1,186,645,180,767,31,98,27,119,1,1,0,0,0,0,0,0,0.288372093023256,0.23468057366362505,1689.0,13,16824
GA14603,LOOKOUT MOUNTAIN,2,Lookout Mountain city,,1636,1618,4,10,4,67,792,73,829,0,1,1,3,2,0,0,2,1,0,0,1,0.0845959595959596,0.0880579010856454,1672.0,13,47336
GA04602,,2,Unadilla city,,1620,784,806,12,18,33,358,37,430,67,346,66,469,8,1,2,10,0,0,0,0,0.0921787709497207,0.08604651162790697,,13,78156
GA11901,CLAYTON,2,Clayton city,,1613,1528,39,15,31,86,682,90,854,4,20,2,19,27,15,0,4,23,15,0,0,0.126099706744868,0.105386416861827,1649.0,13,16656
GA10801,WATKINSVILLE,2,Watkinsville town,,1600,1417,160,9,14,90,678,81,752,13,82,8,78,11,1,1,3,1,0,0,0,0.132743362831858,0.107712765957447,1600.0,13,80788
GA15002,TENNILLE,2,Tennille city,,1552,886,653,4,9,53,413,44,481,45,284,47,370,6,0,1,3,2,0,0,0,0.128329297820823,0.0914760914760915,1515.0,13,75888
GA14301,JEFFERSONVILLE,2,Jeffersonville city,,1545,643,898,3,1,36,309,30,334,60,382,85,517,1,0,0,0,0,0,0,0,0.116504854368932,0.0898203592814371,1575.0,13,42100
GA01901,ARLINGTON,2,Arlington city,,1513,507,995,8,3,34,242,25,265,69,454,81,544,1,0,0,2,0,0,0,0,0.140495867768595,0.0943396226415094,1572.0,13,2928
GA01501,PEMBROKE,2,Pembroke city,,1503,926,556,4,17,81,443,76,492,32,238,50,322,10,3,0,7,1,1,0,0,0.182844243792325,0.154471544715447,1536.0,13,60004
GA09001,LINCOLNTON,2,Lincolnton city,,1476,903,561,1,11,50,420,48,489,52,258,49,308,5,2,1,6,0,0,0,0,0.119047619047619,0.09815950920245403,1537.0,13,46552
GA09801,BUENA VISTA,2,Buena Vista city,,1472,514,952,4,2,36,229,36,285,56,414,71,538,1,0,0,1,1,0,0,1,0.157205240174672,0.126315789473684,1817.0,13,11728
GA06904,OAKWOOD,2,Oakwood town,,1464,1358,32,21,53,110,681,146,695,4,17,4,15,33,10,4,20,22,8,3,13,0.16152716593245198,0.21007194244604305,1524.0,13,57260
GA09603,MARSHALLVILLE,2,Marshallville city,,1457,341,1112,4,0,27,168,17,173,89,490,78,622,0,0,0,0,0,0,0,0,0.160714285714286,0.0982658959537572,1457.0,13,49924
GA08801,LEESBURG,2,Leesburg city,,1452,884,561,3,4,66,394,61,491,51,245,56,317,2,0,1,2,1,0,1,1,0.16751269035532998,0.124236252545825,1512.0,13,45768
GA06805,BALDWIN,2,Baldwin city,,1439,1354,19,40,26,96,617,92,749,1,5,2,15,14,2,3,12,8,1,1,5,0.155591572123177,0.12283044058745,1471.0,13,4980
GA13403,LUMBER CITY,2,Lumber City city,,1429,700,716,0,13,48,323,31,380,47,314,45,403,8,1,0,5,4,1,0,5,0.148606811145511,0.0815789473684211,1453.0,13,47952
GA09904,WOODBURY,2,Woodbury town,,1429,577,838,0,14,39,274,37,306,92,405,83,441,6,1,1,8,1,0,0,1,0.14233576642335802,0.120915032679739,1365.0,13,83896
GA05103,SPRINGFIELD,2,Springfield city,,1415,1153,238,13,11,105,580,82,576,17,108,25,134,5,2,0,6,0,0,0,2,0.18103448275862105,0.142361111111111,1446.0,13,72780
GA13602,BOSTON,2,Boston city,,1395,535,853,1,6,29,256,29,284,66,361,87,493,5,2,0,1,0,0,0,0,0.11328125,0.102112676056338,1383.0,13,9460
GA11002,HIRAM,2,Hiram city,,1389,1205,174,3,7,112,624,114,587,18,82,19,92,1,0,0,6,0,0,0,0,0.179487179487179,0.194207836456559,1447.0,13,39076
GA00703,STATHAM,2,Statham city,,1360,1046,299,5,10,73,505,82,547,31,131,28,168,7,2,0,3,3,1,0,1,0.14455445544554502,0.14990859232175502,1416.0,13,73312
GA09202,HAHIRA,2,Hahira city,,1353,1000,339,9,5,57,451,64,552,21,154,26,185,4,1,0,1,2,0,0,0,0.126385809312639,0.11594202898550697,1383.0,13,36052
GA09604,OGLETHORPE,2,Oglethorpe city,,1302,487,809,0,6,39,225,31,263,72,376,58,434,3,0,0,3,2,0,0,2,0.17333333333333306,0.11787072243346,1331.0,13,57736
GA09101,LUDOWICI,2,Ludowici city,,1291,934,336,13,8,80,462,74,477,26,152,28,186,1,0,2,7,2,0,0,1,0.173160173160173,0.155136268343816,1603.0,13,47784
GA13402,HELENA,2,Helena town,,1256,857,390,0,9,69,398,49,467,34,177,38,214,7,2,0,2,0,0,0,0,0.17336683417085402,0.104925053533191,1308.0,13,37816
