ORI,AGENCY,Govt_level,placename,CNTY,POP100,White_count,Black_count,Other_count,Hispan_allcount,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispan_Males_All,Age1524_HispanM,Age1524_HispanF,Hispan_Females_All,Other_Males_All,Age1524_OtherM,Age1524_OtherF,Other_Females_All,Pct_WYM,Pct_WYF,POP,STATEFP,place_fips
SC00902,SAINT MATTHEWS,2,St. Matthews town,,2345,822,1516,1,6,37,366,36,456,115,633,129,884,1,0,0,5,0,0,0,0,0.101092896174863,0.0789473684210526,2422.0,45,62620
SC00102,CALHOUN FALLS,2,Calhoun Falls town,,2328,1188,1118,11,11,69,545,72,648,83,499,85,620,4,0,2,7,2,0,0,2,0.126605504587156,0.111111111111111,2328.0,45,10720
SC00302,FAIRFAX,2,Fairfax town,,2317,804,1500,0,13,46,385,48,423,100,665,140,843,5,0,2,8,0,0,0,1,0.119480519480519,0.113475177304965,2317.0,45,24370
SC01202,GREAT FALLS,2,Great Falls town,,2307,1807,489,11,0,115,833,121,974,33,217,43,272,0,0,0,0,0,0,0,0,0.138055222088836,0.124229979466119,2307.0,45,30490
SC04211,LYMAN,2,Lyman town,,2271,2150,97,10,14,119,983,141,1177,7,49,8,48,10,4,2,4,2,0,1,2,0.121057985757884,0.119796091758709,2338.0,45,43315
SC02109,TIMMONSVILLE,2,Timmonsville town,,2182,705,1472,5,0,54,333,33,372,122,624,120,848,0,0,0,0,0,0,0,0,0.162162162162162,0.0887096774193548,2182.0,45,71980
SC04207,COWPENS,2,Cowpens town,,2176,1819,324,17,16,120,837,132,995,22,135,25,189,9,1,0,7,2,0,0,2,0.14336917562724,0.132663316582915,2176.0,45,17260
SC04203,,2,Duncan town,,2152,1700,432,5,15,133,829,126,877,41,196,33,236,11,3,1,4,5,1,1,3,0.16043425814234,0.143671607753706,,45,21265
SC02404,NINETY SIX,2,Ninety Six town,,2099,1684,412,1,2,107,778,95,907,24,181,39,232,1,0,0,1,0,0,0,0,0.13753213367609302,0.104740904079383,2168.0,45,50290
SC01801,SAINT GEORGE,2,St. George town,,2077,1150,901,9,17,68,520,69,640,75,398,46,504,14,2,0,3,5,0,0,0,0.130769230769231,0.1078125,2077.0,45,62530
SC02605,LORIS,2,Loris city,,2067,1180,863,14,10,61,526,80,662,61,374,88,489,4,0,0,6,1,0,0,1,0.11596958174904902,0.120845921450151,2067.0,45,42730
SC02504,VARNVILLE,2,Varnville town,,1970,951,1000,4,15,73,459,71,492,84,455,97,560,6,2,2,9,0,0,0,0,0.159041394335512,0.144308943089431,2044.0,45,73600
SC01101,BLACKSBURG,2,Blacksburg town,,1907,1477,413,9,8,101,665,106,816,38,169,42,248,4,0,0,4,1,0,0,1,0.15187969924812,0.129901960784314,1907.0,45,6400
SC02903,KERSHAW,2,Kershaw town,,1814,1370,429,7,8,83,620,76,751,31,193,40,242,3,1,0,5,0,0,0,1,0.133870967741935,0.101198402130493,1814.0,45,38095
SC04209,INMAN,2,Inman city,,1742,1201,516,10,15,70,507,89,700,39,224,32,292,9,0,0,6,7,0,0,2,0.138067061143984,0.127142857142857,1742.0,45,35755
SC04212,PACOLET,2,Pacolet town,,1736,1273,461,1,1,85,595,84,678,37,204,37,257,1,0,0,0,1,0,0,0,0.14285714285714302,0.123893805309735,1736.0,45,53845
SC03209,,2,Pineridge town,,1731,1679,32,8,12,145,842,137,848,2,17,2,15,5,1,0,7,0,0,0,1,0.172209026128266,0.161556603773585,,45,56950
SC03602,,2,Whitmire town,,1702,1420,267,7,8,79,663,75,764,21,132,16,135,6,0,0,2,1,0,0,1,0.11915535444947198,0.0981675392670157,,45,77380
SC00805,SAINT STEPHENS,2,St. Stephen town,,1697,815,873,3,6,66,395,58,421,66,391,93,487,2,1,1,4,0,0,0,0,0.16708860759493696,0.137767220902613,1697.0,45,62755
SC00205,JACKSON,2,Jackson town,,1681,1537,99,16,29,81,769,95,790,6,40,14,59,12,0,5,17,2,0,2,2,0.105331599479844,0.120253164556962,1736.0,45,36205
SC03301,MCCORMICK,2,McCormick town,,1659,681,967,7,4,37,326,32,359,71,445,83,522,3,0,1,1,3,0,0,1,0.11349693251533698,0.0891364902506964,1659.0,45,43720
SC01007,SULLIVANS ISLAND,2,Sullivan's Island town,,1623,1603,14,5,1,80,810,71,794,1,5,2,9,0,0,0,1,0,0,0,0,0.0987654320987654,0.0894206549118388,1623.0,45,70090
SC02701,HARDEEVILLE,2,Hardeeville town,,1583,952,610,15,6,64,469,79,485,37,260,62,351,4,1,0,2,2,0,0,1,0.136460554371002,0.16288659793814406,1583.0,45,32245
SC01703,LATTA,2,Latta town,,1565,794,750,18,3,37,349,48,445,43,300,67,453,0,0,0,3,0,0,0,0,0.106017191977077,0.10786516853932597,1565.0,45,40480
SC03807,HOLLY HILL,2,Holly Hill town,,1478,760,716,0,2,41,348,40,413,44,298,55,419,1,1,0,1,0,0,0,0,0.11781609195402305,0.0968523002421307,1478.0,45,34360
SC02104,JOHNSONVILLE,2,Johnsonville city,,1415,1279,116,0,20,106,628,89,656,6,38,14,80,14,1,0,6,11,0,0,2,0.168789808917197,0.135670731707317,1415.0,45,37105
SC01004,FOLLY BEACH,2,Folly Beach city,,1398,1386,4,3,5,59,715,47,673,0,2,0,3,3,0,0,2,2,0,0,0,0.0825174825174825,0.0698365527488856,1398.0,45,26035
SC01302,CHESTERFIELD,2,Chesterfield town,,1373,868,501,1,3,51,391,45,479,39,210,48,292,2,0,0,1,0,0,0,0,0.130434782608696,0.0939457202505219,1373.0,45,14140
SC02106,,2,Pamplico town,,1314,627,669,16,2,28,291,45,338,69,307,60,362,2,0,0,0,0,0,0,0,0.0962199312714777,0.133136094674556,,45,54340
SC04206,CHESNEE,2,Chesnee city,,1280,887,379,4,10,64,405,67,483,36,167,29,212,9,1,0,1,8,1,0,1,0.158024691358025,0.13871635610766,1280.0,45,14050
SC04403,JONESVILLE,2,Jonesville town,,1205,836,359,5,5,62,375,59,463,33,154,28,208,1,0,0,4,0,0,0,0,0.165333333333333,0.12742980561555098,1205.0,45,37330
SC00406,IVA,2,Iva town,,1174,1109,57,4,4,78,522,74,591,2,21,5,36,2,0,0,2,0,0,0,0,0.149425287356322,0.125211505922166,1174.0,45,36160
SC01603,LAMAR,2,Lamar town,,1125,596,529,0,0,50,276,40,320,44,225,59,304,0,0,0,0,0,0,0,0,0.18115942028985504,0.125,1160.0,45,39805
SC03605,PROSPERITY,2,Prosperity town,,1116,565,542,9,0,28,249,30,316,46,239,61,303,0,0,0,0,0,0,0,0,0.112449799196787,0.0949367088607595,1116.0,45,58705
SC02702,RIDGELAND,2,Ridgeland town,,1071,856,190,9,16,52,409,63,461,10,85,21,106,5,1,4,11,0,0,0,1,0.12713936430317802,0.13665943600867694,1071.0,45,60280
SC03803,BOWMAN,2,Bowman town,,1063,335,726,0,2,16,168,21,168,49,339,55,388,0,0,0,2,0,0,0,0,0.0952380952380952,0.125,1098.0,45,7840
SC00410,WEST PELZER,2,West Pelzer town,,989,952,31,0,6,76,456,84,501,3,14,3,17,3,1,0,3,1,0,0,0,0.166666666666667,0.167664670658683,1021.0,45,76345
SC01402,SUMMERTON,2,Summerton town,,975,439,532,4,0,26,193,17,246,57,229,44,303,0,0,0,0,0,0,0,1,0.13471502590673598,0.0691056910569106,1007.0,45,70225
SC03805,ELLOREE,2,Elloree town,,939,489,424,3,23,20,228,22,264,24,201,44,240,6,0,2,17,0,0,0,3,0.087719298245614,0.0833333333333333,947.0,45,23470
SC03004,GRAY COURT,2,Gray Court town,,914,404,506,0,4,24,189,37,219,49,232,57,274,3,1,0,1,0,0,0,0,0.126984126984127,0.168949771689498,914.0,45,30355
SC03503,CLIO,2,Clio town,,882,394,450,37,1,24,181,26,213,38,194,43,256,0,0,0,1,0,0,0,0,0.132596685082873,0.122065727699531,917.0,45,15310
SC01702,,2,Lake View town,,872,566,297,6,3,27,254,34,315,33,116,25,181,1,0,0,2,0,0,0,0,0.106299212598425,0.107936507936508,,45,39715
SC04102,RIDGE SPRING,2,Ridge Spring town,,861,300,560,1,0,13,139,10,161,59,244,53,316,0,0,0,0,0,0,0,0,0.0935251798561151,0.06211180124223599,861.0,45,60325
SC04501,HEMINGWAY,2,Hemingway town,,829,795,28,6,0,40,373,45,422,3,10,5,18,0,0,0,0,0,0,0,0,0.107238605898123,0.106635071090047,829.0,45,33145
SC03808,NORTH,2,North town,,809,446,358,3,2,24,207,23,241,22,142,25,216,1,0,0,1,0,0,0,0,0.11594202898550697,0.0954356846473029,826.0,45,50560
SC01303,,2,Jefferson town,,745,513,232,0,0,27,228,32,285,19,106,23,126,0,0,0,0,0,0,0,0,0.118421052631579,0.112280701754386,,45,36610
SC00702,BLUFFTON,2,Bluffton town,,738,397,336,1,4,11,195,15,205,18,145,22,191,3,0,0,1,1,0,0,0,0.0564102564102564,0.0731707317073171,762.0,45,7210
SC00208,WAGENER,2,Wagener town,,731,333,396,0,2,17,153,23,181,36,174,35,223,0,0,0,2,0,0,0,0,0.111111111111111,0.12707182320442,731.0,45,74050
SC02506,YEMASSEE,2,Yemassee town,,728,297,428,0,3,22,146,19,152,22,183,29,247,1,0,0,2,0,0,0,0,0.150684931506849,0.125,751.0,45,79450
SC01203,FORT LAWN,2,Fort Lawn town,,718,398,311,3,6,28,195,28,205,32,146,26,165,4,1,2,2,2,0,1,1,0.14358974358974402,0.136585365853659,830.0,45,26845
SC01304,,2,McBee town,,715,396,318,0,1,22,177,25,219,22,148,27,171,0,0,1,1,0,0,0,0,0.124293785310734,0.11415525114155302,,45,43495
SC01403,TURBEVILLE,2,Turbeville town,,698,444,248,0,6,26,208,25,240,20,107,31,142,3,1,0,3,1,0,0,0,0.125,0.104166666666667,720.0,45,72745
SC04302,MAYESVILLE,2,Mayesville town,,694,147,536,0,11,10,67,5,80,33,224,52,323,5,1,1,6,0,0,0,0,0.149253731343284,0.0625,669.0,45,45295
SC03811,,2,Santee town,,638,175,461,1,1,3,73,7,103,31,200,45,261,0,0,0,1,0,0,0,0,0.0410958904109589,0.0679611650485437,,45,63790
SC01803,HARLEYVILLE,2,Harleyville town,,633,489,143,1,0,25,240,32,249,14,56,19,87,0,0,0,0,0,0,0,0,0.104166666666667,0.1285140562249,653.0,45,32335
SC02804,ELGIN,2,Elgin town,,622,546,50,10,16,34,262,31,294,5,25,5,25,11,1,0,5,4,0,0,1,0.129770992366412,0.105442176870748,677.0,45,23245
SC01503,COTTAGEVILLE,2,Cottageville town,,572,471,92,7,2,34,238,28,234,6,45,8,47,2,0,0,0,0,0,0,0,0.14285714285714302,0.11965811965812,612.0,45,16990
SC03212,,2,Swansea town,,527,284,243,0,0,14,142,12,142,27,106,38,137,0,0,0,0,0,0,0,0,0.0985915492957746,0.0845070422535211,,45,70675
SC00204,BURNETTOWN,2,Burnettown town,,493,474,10,4,5,25,227,32,252,1,7,0,3,3,1,1,2,0,0,0,0,0.11013215859030802,0.126984126984127,532.0,45,10270
SC02603,,2,Aynor town,,470,416,53,1,0,27,186,24,230,3,18,4,35,0,0,0,0,0,0,0,0,0.145161290322581,0.104347826086957,,45,3430
SC04402,CARLISLE,2,Carlisle town,,470,55,415,0,0,3,29,1,26,25,195,36,220,0,0,0,0,0,0,0,0,0.103448275862069,0.0384615384615385,500.0,45,11755
SC02601,ATLANTIC BEACH,2,Atlantic Beach town,,446,43,397,2,4,1,21,2,22,16,184,35,217,2,0,0,2,0,0,0,0,0.0476190476190476,0.0909090909090909,460.0,45,3205
SC01704,SELLERS,2,Sellers town,,358,37,318,0,3,4,17,3,20,33,155,18,166,2,0,0,1,0,0,0,0,0.235294117647059,0.15,368.0,45,65005
SC01502,EDISTO BEACH,2,Edisto Beach town,,340,338,2,0,0,16,163,12,175,0,1,0,1,0,0,0,0,0,0,0,0,0.09815950920245403,0.0685714285714286,351.0,45,23020
SC03206,CHAPIN,2,Chapin town,,282,261,17,0,4,12,121,13,140,2,12,0,5,4,1,0,0,4,1,0,0,0.0991735537190083,0.0928571428571429,290.0,45,13150
SD00100,AURORA,1,Aurora County,3.0,3135,3085,0,43,7,198,1540,134,1546,0,0,0,0,6,5,0,1,4,3,0,0,0.128571428571429,0.0866752910737387,3135.0,46,99003
SD00200,BEADLE,1,Beadle County,5.0,18253,17898,66,213,76,987,8683,994,9254,21,50,2,20,38,7,4,38,18,2,1,15,0.113670390418058,0.107413010590015,5863.0,46,99005
SD00300,BENNETT,1,Bennett County,7.0,3206,1698,8,1465,35,73,828,94,881,0,4,1,4,22,3,2,13,5,1,0,1,0.0881642512077295,0.106696935300795,3206.0,46,99007
SD00400,BON HOMME,1,Bon Homme County,9.0,7089,6874,22,159,34,427,3487,285,3413,7,17,1,5,14,5,1,20,5,3,0,3,0.122454832234012,0.0835042484617638,7643.0,46,99009
SD00500,BROOKINGS,1,Brookings County,11.0,25207,24600,73,458,76,3856,12554,3152,12102,12,42,11,35,29,19,13,47,9,6,5,9,0.30715309861398804,0.26045281771608,8937.0,46,99011
SD00600,BROWN,1,Brown County,13.0,35580,34307,44,1118,111,2531,16467,2869,17915,8,27,4,18,57,8,7,54,16,3,3,15,0.15370134207809602,0.160145129779514,10653.0,46,99013
SD00900,BUTTE,1,Butte County,19.0,7914,7548,21,126,219,436,3781,416,3848,1,11,0,10,111,20,6,108,66,13,4,64,0.115313409151018,0.108108108108108,3579.0,46,99019
SD01100,CHARLES MIX,1,Charles Mix County,23.0,9131,7106,4,1987,34,351,3495,355,3627,3,4,0,0,13,2,2,21,3,2,0,3,0.100429184549356,0.0978770333609043,9131.0,46,99023
SD01300,CLAY,1,Clay County,27.0,13186,12503,56,527,100,2151,6106,2357,6450,25,40,8,18,55,22,16,45,19,13,3,12,0.352276449394039,0.365426356589147,3183.0,46,99027
SD01400,CODINGTON,1,Codington County,29.0,22698,22298,16,329,55,1592,10843,1413,11502,1,11,0,5,23,5,7,32,1,0,2,4,0.14682283500876098,0.122848200312989,5106.0,46,99029
SD01600,CUSTER,1,Custer County,33.0,6179,5962,9,163,45,332,3045,263,2955,0,5,0,4,20,3,8,25,4,1,0,0,0.109031198686371,0.0890016920473773,6179.0,46,99033
SD01700,DAVISON,1,Davison County,35.0,17503,17143,22,300,38,1191,8189,1116,8973,6,13,1,9,17,2,6,21,6,1,2,8,0.145439003541336,0.12437311935807402,3705.0,46,99035
SD01800,DAY,1,Day County,37.0,6978,6496,1,470,11,342,3221,312,3279,0,1,0,0,3,0,2,8,1,0,0,3,0.106178205526234,0.0951509606587374,4961.0,46,99037
SD01900,DEUEL,1,Deuel County,39.0,4522,4487,1,20,14,244,2299,224,2199,0,1,0,0,7,2,0,7,3,2,0,1,0.106133101348412,0.101864483856298,4522.0,46,99039
SD02000,DEWEY,1,Dewey County,41.0,5523,1815,11,3651,46,89,937,75,883,1,4,0,7,28,6,1,18,3,1,0,1,0.0949839914621131,0.0849377123442809,4938.0,46,99041
SD02100,DOUGLAS,1,Douglas County,43.0,3746,3720,0,24,2,202,1829,180,1892,0,0,0,0,2,0,0,0,0,0,0,1,0.11044286495352698,0.0951374207188161,3826.0,46,99043
SD02200,EDMUNDS,1,Edmunds County,45.0,4356,4327,1,23,5,221,2152,188,2177,0,1,0,0,2,2,0,3,1,1,0,2,0.102695167286245,0.086357372531006,4399.0,46,99045
SD02400,FAULK,1,Faulk County,49.0,2744,2734,0,7,3,138,1363,119,1374,0,0,0,0,1,0,0,2,0,0,0,0,0.10124724871606698,0.08660844250363901,2802.0,46,99049
SD02700,HAAKON,1,Haakon County,55.0,2624,2561,4,48,11,135,1256,133,1313,1,3,0,1,4,0,1,7,2,0,1,1,0.107484076433121,0.101294744859101,1562.0,46,99055
SD02900,HAND,1,Hand County,59.0,4272,4242,3,16,11,241,2097,207,2154,2,2,0,1,4,0,3,7,0,0,1,2,0.114926084883166,0.096100278551532,2649.0,46,99059
SD03400,HYDE,1,Hyde County,69.0,1696,1630,1,58,7,60,771,67,866,0,1,0,0,3,0,0,4,0,0,0,0,0.0778210116731518,0.0773672055427252,1594.0,46,99069
SD03500,JACKSON,1,Jackson County,71.0,2811,1607,3,1187,14,76,798,90,811,0,3,0,0,8,1,2,6,1,0,0,0,0.0952380952380952,0.110974106041924,2075.0,46,99071
SD03800,KINGSBURY,1,Kingsbury County,77.0,5925,5902,0,18,5,301,2864,231,3041,0,0,0,0,2,0,1,3,1,0,0,1,0.105097765363128,0.0759618546530746,5854.0,46,99077
SD03900,LAKE,1,Lake County,79.0,10550,10449,12,62,27,724,5092,781,5376,7,11,0,1,13,6,1,14,6,3,1,9,0.142183817753339,0.145275297619048,4293.0,46,99079
SD04000,LAWRENCE,1,Lawrence County,81.0,20655,19726,29,573,327,1542,9811,1529,10139,10,22,3,7,168,47,34,159,48,18,14,37,0.157170522882479,0.15080382680737695,8227.0,46,99081
SD04100,LINCOLN,1,Lincoln County,83.0,15427,15282,21,101,23,856,7603,805,7689,0,12,2,9,12,3,1,11,9,3,1,5,0.112587136656583,0.104695018858109,12267.0,46,99083
SD04200,LYMAN,1,Lyman County,85.0,3638,2575,3,1042,18,145,1321,118,1258,1,2,0,1,9,1,2,9,1,0,0,2,0.109765329295988,0.0937996820349762,3638.0,46,99085
SD04300,MCCOOK,1,McCook County,87.0,5688,5646,0,34,8,302,2780,273,2872,0,0,0,0,4,3,0,4,2,1,0,0,0.10863309352518,0.0950557103064067,4365.0,46,99087
SD04500,MARSHALL,1,Marshall County,91.0,4844,4563,1,267,13,232,2300,209,2268,1,1,0,0,6,0,0,7,0,0,0,2,0.100869565217391,0.0921516754850088,4844.0,46,99091
SD04600,MEADE,1,Meade County,93.0,21878,20437,508,546,387,1734,10683,1149,9969,96,304,41,214,206,53,30,181,75,26,13,66,0.162313956753721,0.11525729762263,16714.0,46,99093
SD04800,MINER,1,Miner County,97.0,3272,3261,0,5,6,161,1627,143,1640,0,0,0,0,3,0,0,3,1,0,0,0,0.0989551321450522,0.0871951219512195,3100.0,46,99097
SD04900,MINNEHAHA,1,Minnehaha County,99.0,123809,120047,739,2375,648,7992,57748,9199,62706,75,466,36,288,327,50,59,321,107,23,17,100,0.138394403269377,0.14670047523363,19647.0,46,99099
SD05000,MOODY,1,Moody County,101.0,6507,5945,10,539,13,350,2990,308,2961,0,6,0,4,3,2,0,10,2,1,0,4,0.117056856187291,0.104018912529551,6572.0,46,99101
SD05100,PENNINGTON,1,Pennington County,103.0,81343,71882,1249,6435,1777,5521,36166,5083,36603,166,745,120,543,898,187,193,879,287,67,54,231,0.152657191837638,0.138868398765129,24382.0,46,99103
SD05200,PERKINS,1,Perkins County,105.0,3932,3851,6,58,17,191,1921,149,1938,0,1,2,5,6,2,2,11,3,1,0,6,0.0994273815720979,0.0768833849329205,3932.0,46,99105
SD05300,POTTER,1,Potter County,107.0,3190,3157,0,28,5,163,1563,136,1594,0,0,0,0,2,0,0,3,2,0,0,3,0.104286628278951,0.0853199498117942,3154.0,46,99107
SD05500,SANBORN,1,Sanborn County,111.0,2833,2815,0,3,15,147,1443,124,1387,0,0,0,0,8,2,0,7,0,0,0,0,0.101871101871102,0.0894015861571738,2837.0,46,99111
SD05700,SPINK,1,Spink County,115.0,7981,7898,2,66,15,443,3847,412,4062,1,1,0,1,4,0,2,11,1,0,0,2,0.115154665973486,0.101427868045298,7981.0,46,99115
SD05800,STANLEY,1,Stanley County,117.0,2453,2287,1,155,10,137,1144,153,1150,1,1,0,0,5,1,1,5,2,1,0,1,0.119755244755245,0.13304347826087,653.0,46,99117
SD06300,UNION,1,Union County,127.0,10189,10047,20,55,67,602,4977,546,5114,2,13,0,7,26,7,6,41,6,0,1,11,0.120956399437412,0.106765741102855,8713.0,46,99127
SD06600,YANKTON,1,Yankton County,135.0,19252,18589,110,464,89,1142,9090,1255,9571,16,89,2,25,60,6,2,29,9,1,0,3,0.125632563256326,0.131125274266012,6549.0,46,99135
SD06700,ZIEBACH,1,Ziebach County,137.0,2220,789,3,1399,29,43,417,40,373,0,2,0,1,17,2,5,12,2,0,0,1,0.103117505995204,0.107238605898123,2161.0,46,99137
SD04902,SIOUX FALLS,2,Sioux Falls city,,100814,97278,720,2245,571,6559,46274,7876,51353,75,455,35,278,288,44,53,283,100,22,15,92,0.141742663266629,0.153369812863903,101885.0,46,59020
SD05101,RAPID CITY,2,Rapid City city,,54523,47511,676,5121,1215,3842,23529,3435,24553,97,417,60,274,626,133,135,589,206,43,30,151,0.163287857537507,0.139901437706187,54523.0,46,52980
SD00601,ABERDEEN,2,Aberdeen city,,24927,23867,39,933,88,1937,11073,2341,12852,7,23,4,16,44,5,7,44,11,1,3,15,0.174930009934074,0.18215063803299106,24927.0,46,100
SD01401,WATERTOWN,2,Watertown city,,17592,17225,12,305,50,1204,8226,1146,9043,1,10,0,2,22,4,6,28,1,0,1,2,0.146365183564308,0.126727855800066,17592.0,46,69300
SD00501,BROOKINGS,2,Brookings city,,16270,15754,69,394,53,3305,8014,2690,7776,11,40,10,33,24,16,10,29,5,5,4,7,0.412403294235089,0.34593621399177,16270.0,46,7580
SD01701,MITCHELL,2,Mitchell city,,13798,13466,22,274,36,985,6324,925,7160,6,13,1,9,16,2,6,20,6,1,2,8,0.155755850727388,0.129189944134078,13798.0,46,43100
SD03201,PIERRE,2,Pierre city,,12906,11940,17,844,105,627,5672,671,6305,3,7,1,11,53,10,3,52,16,2,0,19,0.110543018335684,0.106423473433783,12906.0,46,49600
SD06601,YANKTON,2,Yankton city,,12703,12252,95,283,73,779,5803,906,6509,15,79,2,20,49,4,2,24,7,1,0,0,0.134240909874203,0.139191888154862,12703.0,46,73060
SD00201,HURON,2,Huron city,,12448,12134,63,179,72,678,5691,729,6479,21,47,2,20,36,6,4,36,18,2,1,14,0.119135477069056,0.11251736379070802,12448.0,46,31060
SD01301,VERMILLION,2,Vermillion city,,10034,9374,56,505,99,1984,4529,2214,4897,25,40,8,18,55,22,16,44,19,13,3,11,0.438065798189446,0.452113538901368,10034.0,46,66700
SD04003,SPEARFISH,2,Spearfish city,,6966,6641,14,196,115,696,3133,761,3591,5,12,2,2,63,20,8,52,17,4,3,11,0.222151292690712,0.21191868560289606,7036.0,46,60020
SD03901,MADISON,2,Madison city,,6257,6170,11,56,20,475,2894,572,3290,7,10,0,1,11,5,0,9,5,2,1,6,0.164132688320663,0.173860182370821,6257.0,46,40220
SD04601,STURGIS,2,Sturgis city,,5330,5116,2,155,57,295,2408,265,2744,0,2,0,0,24,2,7,33,7,0,4,14,0.122508305647841,0.0965743440233236,5330.0,46,62100
SD00901,BELLE FOURCHE,2,Belle Fourche city,,4335,4085,19,84,147,238,1978,253,2153,0,10,0,9,74,13,3,73,45,9,2,48,0.120323559150657,0.117510450534138,4335.0,46,4380
SD02302,HOT SPRINGS,2,Hot Springs city,,4325,3833,20,395,77,161,2054,150,1833,0,12,1,8,36,6,2,41,13,0,0,6,0.0783836416747809,0.0818330605564648,4325.0,46,30220
SD02501,MILBANK,2,Milbank city,,3879,3840,2,29,8,189,1778,213,2065,0,2,0,0,4,0,0,4,2,0,0,3,0.106299212598425,0.103147699757869,3658.0,46,42260
SD06401,MOBRIDGE,2,Mobridge city,,3768,3294,1,447,26,161,1544,178,1767,1,2,0,0,12,4,6,14,1,0,0,0,0.104274611398964,0.10073571024335,3768.0,46,43180
SD04002,LEAD,2,Lead city,,3632,3500,6,74,52,216,1770,187,1757,1,3,0,3,26,5,6,26,9,1,2,10,0.122033898305085,0.106431417188389,3632.0,46,36220
SD06101,WINNER,2,Winner city,,3354,3117,0,228,9,153,1485,178,1639,0,0,0,0,5,3,0,4,2,2,0,0,0.103030303030303,0.108602806589384,3354.0,46,72180
SD04101,,2,Canton city,,2787,2759,0,27,1,155,1266,164,1493,0,0,0,0,1,1,0,0,1,1,0,0,0.122432859399684,0.109845947756196,,46,9500
SD05103,BOX ELDER,2,Box Elder city,,2680,2214,149,234,83,280,1194,241,1069,23,87,14,64,44,11,11,39,12,4,5,9,0.234505862646566,0.225444340505145,2706.0,46,6620
SD00701,CHAMBERLAIN,2,Chamberlain city,,2347,2118,5,202,22,105,1006,112,1125,1,3,0,2,13,1,3,9,3,0,0,3,0.104373757455268,0.0995555555555555,2347.0,46,11220
SD05401,SISSETON,2,Sisseton city,,2181,1741,0,431,9,93,819,60,923,0,0,0,0,4,2,1,5,2,1,0,0,0.113553113553114,0.0650054171180932,2214.0,46,59260
SD06305,NORTH SIOUX CITY,2,North Sioux City city,,2019,1957,12,19,31,158,993,142,979,1,10,0,2,16,6,2,15,5,0,0,6,0.15911379657603195,0.145045965270684,2648.0,46,45700
SD05801,FORT PIERRE,2,Fort Pierre city,,1854,1701,1,142,10,100,828,124,880,1,1,0,0,5,1,1,5,2,1,0,1,0.12077294685990303,0.140909090909091,1854.0,46,22260
SD06301,BERESFORD,2,Beresford city,,1849,1836,1,12,0,86,868,81,968,1,1,0,0,0,0,0,0,0,0,0,0,0.0990783410138249,0.0836776859504132,1849.0,46,4980
SD04001,DEADWOOD,2,Deadwood city,,1830,1736,2,45,47,99,868,99,904,0,2,0,0,26,4,8,21,5,1,3,5,0.114055299539171,0.109513274336283,1848.0,46,15700
SD05201,LEMMON,2,Lemmon city,,1614,1565,4,38,7,64,721,73,848,0,0,2,4,4,1,2,3,2,1,0,1,0.0887656033287101,0.0860849056603774,1405.0,46,36340
SD06302,,2,Elk Point city,,1423,1402,4,5,12,77,664,72,747,0,1,0,3,4,1,0,8,1,0,0,2,0.115963855421687,0.0963855421686747,,46,18620
SD00602,GROTON,2,Groton city,,1196,1187,2,6,1,69,573,62,614,0,1,0,1,1,1,0,0,1,1,0,0,0.120418848167539,0.100977198697068,1179.0,46,26340
SD01101,LAKE ANDES,2,Lake Andes city,,846,595,2,247,2,16,255,26,341,1,2,0,0,1,1,0,1,1,1,0,0,0.0627450980392157,0.0762463343108504,819.0,46,35100
SD01502,,2,McLaughlin city,,780,464,0,306,10,22,235,19,231,0,0,0,0,4,1,0,6,0,0,0,0,0.0936170212765957,0.0822510822510823,,46,40020
SD04602,FAITH,2,Faith city,,548,526,1,21,0,32,265,35,261,0,1,0,0,0,0,0,0,0,0,0,0,0.120754716981132,0.134099616858238,489.0,46,20980
SD02004,EAGLE BUTTE,2,Eagle Butte city,,489,145,0,330,14,4,66,9,81,0,0,0,0,9,2,0,5,1,0,0,0,0.0606060606060606,0.111111111111111,509.0,46,17620
TN00100,ANDERSON,1,Anderson County,1.0,68250,64320,2753,796,381,4114,30802,4046,33813,246,1294,217,1469,172,33,30,209,41,5,6,41,0.133562755665217,0.11965811965812,30784.0,47,99001
TN00200,BEDFORD,1,Bedford County,3.0,30411,27005,3056,178,172,1899,13141,1858,13956,242,1483,229,1585,96,28,8,76,40,17,3,23,0.14450955026253698,0.133132702780166,20933.0,47,99003
TN00300,BENTON,1,Benton County,5.0,14524,14050,345,57,72,888,6701,903,7408,29,150,38,195,32,5,4,40,9,0,2,7,0.13251753469631405,0.12189524838013,12507.0,47,99005
TN00400,BLEDSOE,1,Bledsoe County,7.0,9669,9213,373,45,38,738,4912,582,4330,135,326,9,49,21,5,6,17,3,0,1,4,0.150244299674267,0.134411085450346,10680.0,47,99007
