place_fips,STATEFP,Govt_level_x,placename,Govt_level_y,_merge
4460,38,3,Balfour city,,left_only
4580,38,3,Balta city,,left_only
4740,38,3,Bantry city,,left_only
4940,38,3,Barney city,,left_only
5260,38,3,Bathgate city,,left_only
5420,38,3,Beach city,,left_only
5740,38,3,Belcourt CDP,,left_only
5820,38,3,Belfield city,2,both
5980,38,3,Benedict city,,left_only
6180,38,3,Bergen city,,left_only
6300,38,3,Berlin city,,left_only
6460,38,3,Berthold city,,left_only
6660,38,3,Beulah city,2,both
7020,38,3,Binford city,,left_only
7180,38,3,Bisbee city,,left_only
7200,38,3,Bismarck city,2,both
8460,38,3,Bottineau city,2,both
8500,38,3,Bowbells city,,left_only
8580,38,3,Bowdon city,,left_only
8700,38,3,Bowman city,2,both
8900,38,3,Braddock city,,left_only
9320,38,3,Briarwood city,,left_only
9460,38,3,Brinsmade city,,left_only
9700,38,3,Brocket city,,left_only
10060,38,3,Buchanan city,,left_only
10300,38,3,Bucyrus city,,left_only
10420,38,3,Buffalo city,,left_only
10940,38,3,Burlington city,2,both
11180,38,3,Butte city,,left_only
11340,38,3,Buxton city,,left_only
11580,38,3,Calio city,,left_only
11700,38,3,Calvin city,,left_only
11860,38,3,Cando city,2,both
12020,38,3,Cannon Ball CDP,,left_only
12060,38,3,Canton City city,,left_only
12260,38,3,Carpio city,,left_only
12340,38,3,Carrington city,2,both
12460,38,3,Carson city,2,both
12700,38,3,Casselton city,2,both
12820,38,3,Cathay city,,left_only
12940,38,3,Cavalier city,2,both
13020,38,3,Cayuga city,,left_only
13180,38,3,Center city,2,both
14100,38,3,Christine city,,left_only
14140,38,3,Churchs Ferry city,,left_only
14660,38,3,Cleveland city,,left_only
14740,38,3,Clifford city,,left_only
15100,38,3,Cogswell city,,left_only
15140,38,3,Coleharbor city,,left_only
15180,38,3,Colfax city,,left_only
15460,38,3,Columbus city,2,both
15820,38,3,Conway city,,left_only
15900,38,3,Cooperstown city,2,both
16380,38,3,Courtenay city,,left_only
16580,38,3,Crary city,,left_only
16940,38,3,Crosby city,2,both
17060,38,3,Crystal city,,left_only
18180,38,3,Davenport city,,left_only
18260,38,3,Dawson city,,left_only
18340,38,3,Dazey city,,left_only
18620,38,3,Deering city,,left_only
19300,38,3,Des Lacs city,,left_only
19420,38,3,Devils Lake city,2,both
19580,38,3,Dickey city,,left_only
19620,38,3,Dickinson city,2,both
19820,38,3,Dodge city,,left_only
19900,38,3,Donnybrook city,,left_only
20020,38,3,Douglas city,,left_only
20300,38,3,Drake city,,left_only
20340,38,3,Drayton city,2,both
20940,38,3,Dunn Center city,,left_only
21020,38,3,Dunseith city,2,both
21220,38,3,Dwight city,,left_only
21520,38,3,East Dunseith CDP,,left_only
22140,38,3,Edgeley city,2,both
22260,38,3,Edinburg city,,left_only
22340,38,3,Edmore city,,left_only
22540,38,3,Egeland city,,left_only
23020,38,3,Elgin city,2,both
23220,38,3,Ellendale city,,left_only
23340,38,3,Elliott city,,left_only
24060,38,3,Emerado city,2,both
24260,38,3,Enderlin city,2,both
24540,38,3,Epping city,,left_only
24620,38,3,Erie CDP,,left_only
24780,38,3,Esmond city,,left_only
25180,38,3,Fairdale city,,left_only
25300,38,3,Fairmount city,,left_only
25700,38,3,Fargo city,2,both
25700,38,3,Fargo city,0,both
26180,38,3,Fessenden city,2,both
26380,38,3,Fingal city,,left_only
26420,38,3,Finley city,,left_only
26660,38,3,Flasher city,,left_only
26700,38,3,Flaxton city,,left_only
26980,38,3,Forbes city,,left_only
27060,38,3,Fordville city,,left_only
27100,38,3,Forest River city,,left_only
27260,38,3,Forman city,2,both
27580,38,3,Fort Ransom city,,left_only
27700,38,3,Fort Totten CDP,,left_only
27820,38,3,Fortuna city,,left_only
27860,38,3,Fort Yates city,,left_only
27950,38,3,Four Bears Village CDP,,left_only
28380,38,3,Fredonia city,,left_only
28720,38,3,Frontier city,,left_only
28780,38,3,Fullerton city,,left_only
28860,38,3,Gackle city,,left_only
28980,38,3,Galesburg city,,left_only
29180,38,3,Gardena city,,left_only
29220,38,3,Gardner city,,left_only
29460,38,3,Garrison city,,left_only
29540,38,3,Gascoyne city,,left_only
30180,38,3,Gilby city,,left_only
30460,38,3,Gladstone city,,left_only
30580,38,3,Glenburn city,,left_only
30660,38,3,Glenfield city,,left_only
30860,38,3,Glen Ullin city,,left_only
31180,38,3,Golden Valley city,2,both
31420,38,3,Golva city,,left_only
31500,38,3,Goodrich city,,left_only
31740,38,3,Grace City city,,left_only
31820,38,3,Grafton city,2,both
32060,38,3,Grand Forks city,2,both
32060,38,3,Grand Forks city,0,both
32140,38,3,Grand Forks AFB CDP,,left_only
32300,38,3,Grandin city,,left_only
32580,38,3,Grano city,,left_only
32660,38,3,Granville city,,left_only
32900,38,3,Great Bend city,,left_only
33500,38,3,Grenora city,,left_only
34020,38,3,Gwinner city,2,both
34180,38,3,Hague city,,left_only
34340,38,3,Halliday city,,left_only
34460,38,3,Hamberg city,,left_only
34620,38,3,Hamilton city,,left_only
34860,38,3,Hampden city,,left_only
34900,38,3,Hankinson city,,left_only
35020,38,3,Hannaford city,,left_only
35060,38,3,Hannah city,,left_only
35140,38,3,Hansboro city,,left_only
35900,38,3,Harvey city,2,both
35940,38,3,Harwood city,,left_only
36100,38,3,Hatton city,2,both
36140,38,3,Havana city,,left_only
36540,38,3,Haynes city,,left_only
36700,38,3,Hazelton city,,left_only
36780,38,3,Hazen city,2,both
36860,38,3,Hebron city,,left_only
37700,38,3,Hettinger city,,left_only
38100,38,3,Hillsboro city,2,both
38780,38,3,Hoople city,,left_only
38860,38,3,Hope city,,left_only
38900,38,3,Horace city,,left_only
38980,38,3,Hove Mobile Park city,,left_only
39460,38,3,Hunter city,,left_only
39580,38,3,Hurdsfield city,,left_only
39980,38,3,Inkster city,,left_only
40580,38,3,Jamestown city,2,both
41180,38,3,Jud city,,left_only
41380,38,3,Karlsruhe city,,left_only
41500,38,3,Kathryn city,,left_only
42020,38,3,Kenmare city,2,both
42180,38,3,Kensal city,,left_only
42660,38,3,Kief city,,left_only
42700,38,3,Killdeer city,2,both
42780,38,3,Kindred city,2,both
43260,38,3,Knox city,,left_only
43500,38,3,Kramer city,,left_only
43580,38,3,Kulm city,2,both
44300,38,3,Lakota city,2,both
44540,38,3,LaMoure city,2,both
44700,38,3,Landa city,,left_only
44780,38,3,Langdon city,2,both
44860,38,3,Lankin city,,left_only
44900,38,3,Lansford city,,left_only
45020,38,3,Larimore city,2,both
45220,38,3,Larson city,,left_only
45300,38,3,Lawton city,,left_only
45460,38,3,Leal city,,left_only
45580,38,3,Leeds city,2,both
45740,38,3,Lehr city,2,both
45860,38,3,Leith city,,left_only
45980,38,3,Leonard city,,left_only
46460,38,3,Lidgerwood city,,left_only
46540,38,3,Lignite city,,left_only
46640,38,3,Lincoln city,2,both
46980,38,3,Linton city,2,both
47100,38,3,Lisbon city,2,both
47140,38,3,Litchville city,,left_only
47660,38,3,Loma city,,left_only
48020,38,3,Loraine city,,left_only
48460,38,3,Ludden city,,left_only
48580,38,3,Luverne city,,left_only
49020,38,3,McClusky city,2,both
49260,38,3,McHenry city,,left_only
49580,38,3,McVille city,,left_only
49620,38,3,Maddock city,2,both
49820,38,3,Makoti city,,left_only
49900,38,3,Mandan city,2,both
49980,38,3,Mandaree CDP,,left_only
50380,38,3,Mantador city,,left_only
50420,38,3,Manvel city,,left_only
50580,38,3,Mapleton city,,left_only
50780,38,3,Marion city,,left_only
50860,38,3,Marmarth city,,left_only
51060,38,3,Martin city,,left_only
51380,38,3,Max city,,left_only
51420,38,3,Maxbass city,,left_only
51500,38,3,Mayville city,2,both
51580,38,3,Maza city,,left_only
51860,38,3,Medina city,,left_only
51900,38,3,Medora city,2,both
52340,38,3,Mercer city,,left_only
52740,38,3,Michigan City city,,left_only
52940,38,3,Milnor city,,left_only
53020,38,3,Milton city,,left_only
53220,38,3,Minnewaukan city,,left_only
53380,38,3,Minot city,2,both
53420,38,3,Minot AFB CDP,,left_only
53540,38,3,Minto city,,left_only
53780,38,3,Mohall city,,left_only
53820,38,3,Monango city,,left_only
53980,38,3,Montpelier city,,left_only
54220,38,3,Mooreton city,,left_only
54620,38,3,Mott city,,left_only
54740,38,3,Mountain city,,left_only
55020,38,3,Munich city,,left_only
55220,38,3,Mylo city,,left_only
55420,38,3,Napoleon city,2,both
55620,38,3,Neche city,,left_only
55740,38,3,Nekoma city,,left_only
56020,38,3,Newburg city,,left_only
56180,38,3,New England city,2,both
56420,38,3,New Leipzig city,,left_only
56620,38,3,New Rockford city,2,both
56700,38,3,New Salem city,2,both
56740,38,3,New Town city,2,both
56780,38,3,Niagara city,,left_only
57180,38,3,Nome city,,left_only
57220,38,3,Noonan city,,left_only
58120,38,3,North River city,,left_only
58300,38,3,Northwood city,2,both
58740,38,3,Oakes city,2,both
59020,38,3,Oberon city,,left_only
59660,38,3,Oriska city,,left_only
60100,38,3,Osnabrock city,,left_only
60380,38,3,Overly city,,left_only
60480,38,3,Oxbow city,,left_only
60500,38,3,Page city,,left_only
60620,38,3,Palermo city,,left_only
60900,38,3,Park River city,2,both
60940,38,3,Parshall city,2,both
61460,38,3,Pekin city,,left_only
61580,38,3,Pembina city,,left_only
61780,38,3,Perth city,,left_only
61860,38,3,Petersburg city,,left_only
62060,38,3,Pettibone city,,left_only
62260,38,3,Pick City city,2,both
62540,38,3,Pillsbury city,,left_only
62620,38,3,Pingree city,,left_only
62780,38,3,Pisek city,,left_only
62980,38,3,Plaza city,,left_only
63740,38,3,Portal city,2,both
63900,38,3,Portland city,2,both
64140,38,3,Powers Lake city,2,both
64320,38,3,Prairie Rose city,,left_only
65500,38,3,Rawson city,,left_only
65580,38,3,Ray city,,left_only
65900,38,3,Reeder city,,left_only
65980,38,3,Regan city,,left_only
66020,38,3,Regent city,,left_only
66040,38,3,Reile's Acres city,,left_only
66260,38,3,Reynolds city,,left_only
66300,38,3,Rhame city,2,both
66500,38,3,Richardton city,,left_only
66980,38,3,Riverdale city,,left_only
67180,38,3,Robinson city,,left_only
67500,38,3,Rocklake city,2,both
67620,38,3,Rogers city,,left_only
67780,38,3,Rolette city,,left_only
67820,38,3,Rolla city,2,both
68540,38,3,Ross city,,left_only
68860,38,3,Rugby city,2,both
69140,38,3,Ruso city,,left_only
69340,38,3,Rutland city,,left_only
69460,38,3,Ryder city,,left_only
69980,38,3,St. John city,,left_only
70260,38,3,St. Thomas city,,left_only
70380,38,3,Sanborn city,,left_only
70780,38,3,Sarles city,,left_only
70980,38,3,Sawyer city,,left_only
71500,38,3,Scranton city,2,both
71660,38,3,Selfridge city,,left_only
71780,38,3,Sentinel Butte city,,left_only
71940,38,3,Sharon city,,left_only
72180,38,3,Sheldon city,,left_only
72250,38,3,Shell Valley CDP,,left_only
72540,38,3,Sherwood city,2,both
72580,38,3,Sheyenne city,,left_only
72820,38,3,Sibley city,,left_only
73820,38,3,Solen city,,left_only
74020,38,3,Souris city,,left_only
74185,38,3,South Heart city,2,both
74740,38,3,Spiritwood Lake city,,left_only
74780,38,3,Springbrook city,,left_only
75380,38,3,Stanley city,2,both
75420,38,3,Stanton city,2,both
75580,38,3,Starkweather city,,left_only
75780,38,3,Steele city,2,both
76500,38,3,Strasburg city,2,both
76620,38,3,Streeter city,,left_only
77180,38,3,Surrey city,2,both
77660,38,3,Sykeston city,,left_only
77980,38,3,Tappen city,,left_only
78180,38,3,Taylor city,,left_only
78660,38,3,Thompson city,2,both
78940,38,3,Tioga city,2,both
79140,38,3,Tolley city,,left_only
79180,38,3,Tolna city,,left_only
79340,38,3,Tower City city,,left_only
79420,38,3,Towner city,,left_only
79940,38,3,Turtle Lake city,,left_only
80140,38,3,Tuttle city,,left_only
80660,38,3,Underwood city,,left_only
80860,38,3,Upham city,,left_only
81180,38,3,Valley City city,2,both
81620,38,3,Velva city,,left_only
81700,38,3,Venturia city,,left_only
81900,38,3,Verona city,,left_only
82380,38,3,Voltaire city,,left_only
82660,38,3,Wahpeton city,2,both
82780,38,3,Walcott city,,left_only
82940,38,3,Wales city,,left_only
82980,38,3,Walhalla city,,left_only
83580,38,3,Warwick city,,left_only
83700,38,3,Washburn city,,left_only
83860,38,3,Watford City city,2,both
84780,38,3,West Fargo city,2,both
85020,38,3,Westhope city,2,both
85180,38,3,Wheatland CDP,,left_only
85540,38,3,White Earth city,,left_only
85660,38,3,White Shield CDP,,left_only
86020,38,3,Wildrose city,,left_only
86220,38,3,Williston city,2,both
86380,38,3,Willow City city,2,both
86580,38,3,Wilton city,,left_only
86620,38,3,Wimbledon city,,left_only
86780,38,3,Wing city,,left_only
87020,38,3,Wishek city,2,both
87180,38,3,Wolford city,,left_only
87580,38,3,Woodworth city,,left_only
87740,38,3,Wyndmere city,,left_only
87860,38,3,York city,,left_only
88140,38,3,Zap city,2,both
88180,38,3,Zeeland city,,left_only
142,39,3,Aberdeen village,2,both
198,39,3,Ada village,2,both
380,39,3,Adamsville village,,left_only
436,39,3,Addyston village,2,both
450,39,3,Adelphi village,2,both
464,39,3,Adena village,2,both
1000,39,3,Akron city,2,both
1000,39,3,Akron city,0,both
1042,39,3,Albany village,2,both
1154,39,3,Alexandria village,2,both
1210,39,3,Alger village,2,both
1420,39,3,Alliance city,2,both
1588,39,3,Alvordton village,2,both
1630,39,3,Amanda village,,left_only
1672,39,3,Amberley village,2,both
1742,39,3,Amelia village,2,both
1784,39,3,Amesville village,2,both
1798,39,3,Amherst city,2,both
1938,39,3,Amsterdam village,2,both
2050,39,3,Andover village,2,both
2092,39,3,Anna village,2,both
2120,39,3,Ansonia village,2,both
2148,39,3,Antioch village,,left_only
2204,39,3,Antwerp village,2,both
2232,39,3,Apple Creek village,2,both
2274,39,3,Aquilla village,2,both
2316,39,3,Arcadia village,,left_only
2330,39,3,Arcanum village,2,both
2344,39,3,Archbold village,2,both
2400,39,3,Arlington village,,left_only
2428,39,3,Arlington Heights village,2,both
2568,39,3,Ashland city,2,both
2582,39,3,Ashley village,2,both
2638,39,3,Ashtabula city,2,both
2680,39,3,Ashville village,2,both
2722,39,3,Athalia village,,left_only
2736,39,3,Athens city,2,both
2736,39,3,Athens city,0,both
2820,39,3,Attica village,2,both
3086,39,3,Aurora city,2,both
3184,39,3,Austintown CDP,,left_only
3352,39,3,Avon city,2,both
3464,39,3,Avon Lake city,2,both
3562,39,3,Bailey Lakes village,,left_only
3585,39,3,Bainbridge CDP,,left_only
3604,39,3,Bainbridge village,2,both
3646,39,3,Bairdstown village,2,both
3716,39,3,Ballville CDP,,left_only
3744,39,3,Baltic village,2,both
3758,39,3,Baltimore village,2,both
3828,39,3,Barberton city,2,both
3926,39,3,Barnesville village,2,both
3940,39,3,Barnhill village,,left_only
4150,39,3,Batavia village,2,both
4192,39,3,Batesville village,,left_only
4402,39,3,Bay View village,,left_only
4416,39,3,Bay Village city,2,both
4458,39,3,Beach City village,2,both
4500,39,3,Beachwood city,2,both
4542,39,3,Beallsville village,,left_only
4696,39,3,Beaver village,2,both
4720,39,3,Beavercreek city,2,both
4752,39,3,Beaverdam village,2,both
4840,39,3,Beckett Ridge CDP,,left_only
4878,39,3,Bedford city,2,both
4920,39,3,Bedford Heights city,2,both
5013,39,3,Beechwood Trails CDP,,left_only
5074,39,3,Bellaire city,2,both
5102,39,3,Bellbrook city,2,both
5116,39,3,Belle Center village,,left_only
5130,39,3,Bellefontaine city,2,both
5158,39,3,Belle Valley village,2,both
5228,39,3,Bellevue city,2,both
5284,39,3,Bellville village,2,both
5312,39,3,Belmont village,2,both
5396,39,3,Belmore village,,left_only
5410,39,3,Beloit village,,left_only
5424,39,3,Belpre city,2,both
5550,39,3,Bentleyville village,2,both
5662,39,3,Benton Ridge village,,left_only
5690,39,3,Berea city,2,both
5690,39,3,Berea city,9,both
5718,39,3,Bergholz village,2,both
5732,39,3,Berkey village,2,both
5900,39,3,Berlin Heights village,2,both
6068,39,3,Bethel village,2,both
6138,39,3,Bethesda village,2,both
6194,39,3,Bettsville village,2,both
6222,39,3,Beverly village,2,both
6278,39,3,Bexley city,2,both
6670,39,3,Blacklick Estates CDP,,left_only
6810,39,3,Blakeslee village,,left_only
6908,39,3,Blanchester village,2,both
7062,39,3,Bloomdale village,2,both
7188,39,3,Bloomingburg village,,left_only
7202,39,3,Bloomingdale village,2,both
7286,39,3,Bloomville village,2,both
7300,39,3,Blue Ash city,2,both
7426,39,3,Bluffton village,2,both
7454,39,3,Boardman CDP,,left_only
7583,39,3,Bolindale CDP,,left_only
7594,39,3,Bolivar village,2,both
7790,39,3,Boston Heights village,2,both
7832,39,3,Botkins village,2,both
7916,39,3,Bowerston village,,left_only
7930,39,3,Bowersville village,,left_only
7972,39,3,Bowling Green city,2,both
7972,39,3,Bowling Green city,0,both
8084,39,3,Bradford village,2,both
8112,39,3,Bradner village,2,both
8168,39,3,Brady Lake village,2,both
8336,39,3,Bratenahl village,2,both
8364,39,3,Brecksville city,2,both
8392,39,3,Bremen village,2,both
8504,39,3,Brewster village,2,both
8532,39,3,Brice village,2,both
8560,39,3,Bridgeport village,2,both
8605,39,3,Bridgetown North CDP,,left_only
8826,39,3,Brimfield CDP,,left_only
9064,39,3,Broadview Heights city,2,both
9200,39,3,Brookfield Center CDP,,left_only
9246,39,3,Brooklyn city,2,both
9274,39,3,Brooklyn Heights village,2,both
9288,39,3,Brook Park city,2,both
9316,39,3,Brookside village,,left_only
9358,39,3,Brookville village,2,both
9386,39,3,Broughton village,,left_only
9680,39,3,Brunswick city,2,both
9792,39,3,Bryan city,2,both
9834,39,3,Buchtel village,2,both
9890,39,3,Buckeye Lake village,2,both
9974,39,3,Buckland village,2,both
10030,39,3,Bucyrus city,2,both
10254,39,3,Burbank village,,left_only
10282,39,3,Burgoon village,,left_only
10296,39,3,Burkettsville village,,left_only
10352,39,3,Burlington CDP,,left_only
10436,39,3,Burton village,2,both
10632,39,3,Butler village,2,both
10674,39,3,Butlerville village,,left_only
10716,39,3,Byesville village,2,both
10800,39,3,Cadiz village,2,both
10884,39,3,Cairo village,2,both
10926,39,3,Calcutta CDP,,left_only
10940,39,3,Caldwell village,2,both
10954,39,3,Caledonia village,2,both
10996,39,3,Cambridge city,2,both
11024,39,3,Camden village,2,both
11066,39,3,Campbell city,2,both
11304,39,3,Canal Fulton village,2,both
11332,39,3,Canal Winchester village,,left_only
11360,39,3,Canfield city,2,both
12000,39,3,Canton city,2,both
12084,39,3,Cardington village,2,both
12112,39,3,Carey village,2,both
12168,39,3,Carlisle village,2,both
12252,39,3,Carroll village,2,both
12280,39,3,Carrollton village,2,both
12462,39,3,Casstown village,,left_only
12476,39,3,Castalia village,2,both
12504,39,3,Castine village,,left_only
12560,39,3,Catawba village,2,both
12700,39,3,Cecil village,2,both
12784,39,3,Cedarville village,2,both
12868,39,3,Celina city,2,both
13036,39,3,Centerburg village,,left_only
13169,39,3,Centerville village,,left_only
13190,39,3,Centerville city,2,both
13358,39,3,Chagrin Falls village,2,both
13484,39,3,Champion Heights CDP,,left_only
13554,39,3,Chardon village,2,both
13694,39,3,Chatfield village,,left_only
13778,39,3,Chauncey village,2,both
13834,39,3,Cherry Fork village,,left_only
13848,39,3,Cherry Grove CDP,,left_only
13904,39,3,Chesapeake village,2,both
13932,39,3,Cheshire village,2,both
14086,39,3,Chesterhill village,,left_only
14100,39,3,Chesterland CDP,,left_only
14114,39,3,Chesterville village,,left_only
14128,39,3,Cheviot city,2,both
14156,39,3,Chickasaw village,,left_only
14184,39,3,Chillicothe city,2,both
14226,39,3,Chilo village,,left_only
14282,39,3,Chippewa Lake village,,left_only
14288,39,3,Choctaw Lake CDP,,left_only
14296,39,3,Christiansburg village,,left_only
14324,39,3,Churchill CDP,,left_only
15000,39,3,Cincinnati city,0,both
15000,39,3,Cincinnati city,2,both
15070,39,3,Circleville city,2,both
15210,39,3,Clarington village,2,both
15336,39,3,Clarksburg village,,left_only
15406,39,3,Clarksville village,,left_only
15588,39,3,Clay Center village,2,both
15644,39,3,Clayton city,2,both
16000,39,3,Cleveland city,0,both
16000,39,3,Cleveland city,5,both
16000,39,3,Cleveland city,2,both
16014,39,3,Cleveland Heights city,2,both
16028,39,3,Cleves village,2,both
16056,39,3,Clifton village,,left_only
16182,39,3,Clinton village,2,both
16266,39,3,Cloverdale village,2,both
16308,39,3,Clyde city,2,both
16378,39,3,Coal Grove village,2,both
16434,39,3,Coalton village,2,both
16532,39,3,Coldwater village,2,both
16700,39,3,College Corner village,2,both
17036,39,3,Columbiana village,2,both
18000,39,3,Columbus city,0,both
18000,39,3,Columbus city,4,both
18000,39,3,Columbus city,2,both
18014,39,3,Columbus Grove village,2,both
18070,39,3,Commercial Point village,2,both
18266,39,3,Conesville village,,left_only
18308,39,3,Congress village,,left_only
18350,39,3,Conneaut city,2,both
18504,39,3,Continental village,2,both
18546,39,3,Convoy village,2,both
18588,39,3,Coolville village,2,both
18770,39,3,Corning village,2,both
18812,39,3,Cortland city,2,both
18840,39,3,Corwin village,,left_only
18868,39,3,Coshocton city,2,both
19008,39,3,Covedale CDP,,left_only
19050,39,3,Covington village,2,both
19106,39,3,Craig Beach village,2,both
19330,39,3,Crestline village,2,both
19344,39,3,Creston village,2,both
19400,39,3,Cridersville village,2,both
19456,39,3,Crooksville village,2,both
19554,39,3,Crown City village,2,both
19596,39,3,Crystal Lakes CDP,,left_only
19694,39,3,Cumberland village,,left_only
19750,39,3,Custar village,,left_only
19778,39,3,Cuyahoga Falls city,2,both
19778,39,3,Cuyahoga Falls city,99,both
19806,39,3,Cuyahoga Heights village,2,both
19820,39,3,Cygnet village,2,both
19974,39,3,Dalton village,2,both
20114,39,3,Danville village,2,both
20212,39,3,Darbyville village,,left_only
20366,39,3,Day Heights CDP,,left_only
21000,39,3,Dayton city,2,both
21000,39,3,Dayton city,0,both
21000,39,3,Dayton city,5,both
21266,39,3,Deer Park city,2,both
21294,39,3,Deersville village,,left_only
21308,39,3,Defiance city,2,both
21378,39,3,De Graff village,2,both
21434,39,3,Delaware city,2,both
21560,39,3,Dellroy village,2,both
21602,39,3,Delphos city,2,both
21616,39,3,Delta village,2,both
21714,39,3,Dennison village,2,both
21742,39,3,Dent CDP,,left_only
21812,39,3,Deshler village,2,both
21868,39,3,Devola CDP,,left_only
21910,39,3,Dexter City village,,left_only
22008,39,3,Dillonvale CDP,,left_only
22022,39,3,Dillonvale village,2,both
22288,39,3,Donnelsville village,2,both
22456,39,3,Dover city,2,both
22568,39,3,Doylestown village,2,both
22610,39,3,Dresden village,2,both
22624,39,3,Drexel CDP,,left_only
22674,39,3,Dry Run CDP,,left_only
22694,39,3,Dublin city,2,both
22946,39,3,Dunkirk village,,left_only
22974,39,3,Dupont village,,left_only
23324,39,3,East Canton village,2,both
23380,39,3,East Cleveland city,2,both
23618,39,3,Eastlake city,2,both
23730,39,3,East Liverpool city,2,both
23940,39,3,East Palestine city,2,both
24052,39,3,East Sparta village,,left_only
24234,39,3,Eaton city,2,both
24262,39,3,Eaton Estates CDP,,left_only
24486,39,3,Edgerton village,2,both
24542,39,3,Edgewood CDP,,left_only
24598,39,3,Edison village,2,both
24640,39,3,Edon village,2,both
24766,39,3,Eldorado village,,left_only
24794,39,3,Elgin village,,left_only
24808,39,3,Elida village,2,both
25144,39,3,Elmore village,2,both
25186,39,3,Elmwood Place village,2,both
25256,39,3,Elyria city,2,both
25368,39,3,Empire village,2,both
25396,39,3,Englewood city,2,both
25452,39,3,Enon village,2,both
25704,39,3,Euclid city,2,both
25802,39,3,Evendale village,2,both
25914,39,3,Fairborn city,2,both
25942,39,3,Fairfax village,2,both
25970,39,3,Fairfield city,2,both
26110,39,3,Fairfield Beach CDP,,left_only
26166,39,3,Fairlawn city,2,both
26306,39,3,Fairport Harbor village,2,both
26348,39,3,Fairview village,,left_only
26432,39,3,Fairview Lanes CDP,,left_only
26446,39,3,Fairview Park city,2,both
26656,39,3,Farmersville village,,left_only
26768,39,3,Fayette village,2,both
26796,39,3,Fayetteville village,2,both
26880,39,3,Felicity village,2,both
27048,39,3,Findlay city,2,both
27104,39,3,Finneytown CDP,,left_only
27303,39,3,Five Points CDP,,left_only
27412,39,3,Fletcher village,2,both
27538,39,3,Florida village,,left_only
27552,39,3,Flushing village,2,both
27636,39,3,Forest village,2,both
27706,39,3,Forest Park city,2,both
27776,39,3,Forestville CDP,,left_only
27818,39,3,Fort Jennings village,2,both
27832,39,3,Fort Loramie village,2,both
27846,39,3,Fort McKinley CDP,,left_only
27902,39,3,Fort Recovery village,2,both
27944,39,3,Fort Shawnee village,2,both
28014,39,3,Fostoria city,2,both
28182,39,3,Frankfort village,,left_only
28476,39,3,Franklin city,2,both
28532,39,3,Franklin Furnace CDP,,left_only
28574,39,3,Frazeysburg village,2,both
28616,39,3,Fredericksburg village,,left_only
28658,39,3,Fredericktown village,2,both
28798,39,3,Freeport village,,left_only
28826,39,3,Fremont city,2,both
28966,39,3,Fruit Hill CDP,,left_only
29050,39,3,Fulton village,2,both
29064,39,3,Fultonham village,,left_only
29106,39,3,Gahanna city,2,both
29148,39,3,Galena village,2,both
29162,39,3,Galion city,2,both
29204,39,3,Gallipolis city,2,both
29246,39,3,Gambier village,,left_only
29288,39,3,Gann village,,left_only
29428,39,3,Garfield Heights city,2,both
29442,39,3,Garrettsville village,2,both
29498,39,3,Gates Mills village,2,both
29610,39,3,Geneva city,2,both
29652,39,3,Geneva-on-the-Lake village,2,both
29722,39,3,Genoa village,2,both
29778,39,3,Georgetown village,2,both
29932,39,3,Germantown village,2,both
29974,39,3,Gettysburg village,,left_only
30072,39,3,Gibsonburg village,2,both
30114,39,3,Gilboa village,2,both
30198,39,3,Girard city,2,both
30282,39,3,Glandorf village,2,both
30380,39,3,Glendale village,2,both
30436,39,3,Glenford village,,left_only
30506,39,3,Glenmont village,2,both
30520,39,3,Glenmoor CDP,,left_only
30632,39,3,Glenwillow village,2,both
30660,39,3,Gloria Glens Park village,,left_only
30674,39,3,Glouster village,2,both
30702,39,3,Gnadenhutten village,2,both
30786,39,3,Golf Manor village,2,both
30912,39,3,Gordon village,,left_only
31150,39,3,Grafton village,2,both
31206,39,3,Grand Rapids village,,left_only
31234,39,3,Grand River village,2,both
31262,39,3,Grandview CDP,,left_only
31304,39,3,Grandview Heights city,2,both
31402,39,3,Granville village,2,both
31434,39,3,Granville South CDP,,left_only
31458,39,3,Gratiot village,,left_only
31472,39,3,Gratis village,2,both
31542,39,3,Graysville village,,left_only
31860,39,3,Green city,,left_only
31948,39,3,Green Camp village,2,both
32088,39,3,Greenfield city,2,both
32158,39,3,Greenhills village,2,both
32207,39,3,Green Meadows CDP,,left_only
32256,39,3,Green Springs village,2,both
32298,39,3,Greentown CDP,,left_only
32340,39,3,Greenville city,2,both
32368,39,3,Greenwich village,2,both
32536,39,3,Groesbeck CDP,,left_only
32592,39,3,Grove City city,2,both
32606,39,3,Groveport village,2,both
32620,39,3,Grover Hill village,,left_only
32956,39,3,Hamden village,,left_only
32984,39,3,Hamersville village,2,both
33012,39,3,Hamilton city,2,both
33096,39,3,Hamler village,2,both
33194,39,3,Hanging Rock village,,left_only
33292,39,3,Hanover village,,left_only
33306,39,3,Hanoverton village,2,both
33362,39,3,Harbor Hills CDP,,left_only
33376,39,3,Harbor View village,2,both
33656,39,3,Harpster village,,left_only
33740,39,3,Harrisburg village,2,both
33838,39,3,Harrison city,2,both
34090,39,3,Harrisville village,,left_only
34118,39,3,Harrod village,2,both
34202,39,3,Hartford village,2,both
34328,39,3,Hartville village,2,both
34384,39,3,Harveysburg village,2,both
34412,39,3,Haskins village,2,both
34552,39,3,Haviland village,2,both
34636,39,3,Hayesville village,2,both
34748,39,3,Heath city,2,both
34790,39,3,Hebron village,2,both
34860,39,3,Helena village,,left_only
