ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
CA04005,PISMO BEACH,2,57414,Pismo Beach city,,6,1990,7669,6961,36,495,328,3548,351,3771,3,22,3,16,237,46,45,258,0.0924464487034949,0.0930787589498807
CA02705,KING CITY,2,38520,King City city,,6,1990,7634,2369,44,5091,261,1783,235,1872,4,37,4,27,2813,702,496,2278,0.146382501402131,0.125534188034188
CA00702,BRENTWOOD,2,8142,Brentwood city,,6,1990,7563,4866,50,2405,378,3037,382,3145,3,28,1,25,1238,248,208,1167,0.124464932499177,0.121462639109698
CA02111,TIBURON,2,78666,Tiburon town,,6,1990,7532,6922,67,256,321,3386,321,3753,3,32,8,37,109,13,19,147,0.0948021264028352,0.0855315747402078
CA02704,GREENFIELD,2,30994,Greenfield city,,6,1990,7464,1501,44,5763,208,1600,195,1625,5,32,1,26,2985,564,523,2778,0.13,0.12
CA03904,RIPON,2,61026,Ripon city,,6,1990,7455,6245,24,1009,416,3348,433,3502,0,14,2,11,531,79,78,478,0.124253285543608,0.123643632210166
CA00703,CLAYTON,2,13882,Clayton city,,6,1990,7317,6483,73,388,500,3376,448,3403,9,34,8,39,172,22,37,216,0.148104265402844,0.13164854540111698
CA02404,LIVINGSTON,2,42006,Livingston city,,6,1990,7317,910,36,5354,253,1241,192,1235,5,26,2,29,2793,626,496,2561,0.203867848509267,0.155465587044534
CA01801,SUSANVILLE,2,77364,Susanville city,,6,1990,7279,6318,70,547,403,3233,484,3420,10,45,4,28,295,61,45,252,0.12465202598206,0.141520467836257
CA05402,EXETER,2,23126,Exeter city,,6,1990,7276,5167,14,1893,361,2685,307,2936,1,9,1,7,959,213,160,934,0.134450651769088,0.104564032697548
CA03103,LINCOLN,2,41474,Lincoln city,,6,1990,7248,5302,12,1796,423,3129,408,3281,1,7,1,5,947,149,128,849,0.135186960690316,0.124352331606218
CA01008,KINGSBURG,2,38562,Kingsburg city,,6,1990,7205,4747,22,2265,391,2917,367,3217,0,8,2,16,1128,199,188,1137,0.13404182379156698,0.11408144233758198
CA04101,ATHERTON,2,3092,Atherton town,,6,1990,7163,6294,56,295,506,3222,393,3292,5,21,10,36,129,31,27,166,0.157045313469894,0.119380315917375
CA02110,SAUSALITO,2,70364,Sausalito city,,6,1990,7152,6596,73,225,169,3377,157,3375,1,51,3,26,100,13,6,125,0.050044418122594005,0.0465185185185185
CA02711,SOLEDAD,2,72520,Soledad city,,6,1990,7146,523,18,6394,203,1057,131,979,0,14,1,15,3342,766,610,3052,0.19205298013245,0.133810010214505
CA01505,MCFARLAND,2,44826,McFarland city,,6,1990,7005,1076,7,5809,144,952,146,1031,1,6,0,6,3031,646,536,2778,0.151260504201681,0.141610087293889
CA04906,SEBASTOPOL,2,70770,Sebastopol city,,6,1990,7004,6250,21,560,340,3027,361,3639,6,14,4,12,297,65,48,263,0.112322431450281,0.0992030777686178
CA04709,YREKA,2,86944,Yreka city,,6,1990,6948,6322,35,238,328,3018,352,3492,6,23,2,12,120,19,13,118,0.108681245858184,0.100801832760596
CA02103,FAIRFAX,2,23168,Fairfax town,,6,1990,6931,6336,89,337,286,3191,253,3402,3,44,4,46,159,24,23,178,0.0896270761516766,0.0743680188124633
CA01009,MENDOTA,2,46828,Mendota city,,6,1990,6821,258,65,6405,112,606,98,584,13,50,7,48,3502,746,529,2903,0.184818481848185,0.167808219178082
CA00302,IONE,2,36672,Ione city,,6,1990,6516,3317,1561,1445,796,3155,120,1088,658,1556,1,11,1381,532,8,64,0.25229793977813003,0.110294117647059
CA05403,FARMERSVILLE,2,23616,Farmersville city,,6,1990,6235,2502,6,3636,279,1701,263,1816,1,3,0,7,1910,395,321,1726,0.16402116402116398,0.144823788546255
CA02301,FORT BRAGG,2,25058,Fort Bragg city,,6,1990,6078,5069,29,833,318,2560,329,2851,3,15,0,14,447,112,88,386,0.12421875,0.115398105927745
CA01102,WILLOWS,2,85684,Willows city,,6,1990,5988,4546,32,647,309,2261,271,2498,2,16,2,17,349,69,63,298,0.136665192392747,0.108486789431545
CA01511,CALIFORNIA CITY,2,9780,California City city,,6,1990,5955,4405,670,611,288,2410,307,2297,37,358,28,324,325,52,47,286,0.119502074688797,0.13365259033522
CA02001,CHOWCHILLA,2,13294,Chowchilla city,,6,1990,5930,4896,40,840,315,2436,317,2750,3,18,3,23,451,71,67,389,0.129310344827586,0.115272727272727
CA01508,TAFT,2,77574,Taft city,,6,1990,5902,5209,61,433,421,2662,388,2760,51,55,7,7,210,38,43,223,0.15815176558978195,0.140579710144928
CA05201,CORNING,2,16322,Corning city,,6,1990,5870,4850,17,882,329,2586,356,2905,1,12,0,5,469,81,84,413,0.12722351121423,0.122547332185886
CA01514,STALLION SPRINGS,2,78092,Tehachapi city,,6,1990,5791,4383,62,1226,266,2413,298,2514,9,31,7,33,616,106,94,610,0.110236220472441,0.118536197295147
CA00104,EMERYVILLE,2,22594,Emeryville city,,6,1990,5740,2795,1298,567,157,1517,169,1484,81,594,84,731,288,77,63,279,0.10349373764007902,0.11388140161725098
CA04902,COTATI,2,16560,Cotati city,,6,1990,5714,4804,147,487,281,2491,303,2636,10,78,12,70,234,41,44,253,0.112806101967081,0.1149468892261
CA05408,WOODLAKE,2,86300,Woodlake city,,6,1990,5678,1284,0,4238,180,1165,162,1222,0,1,0,0,2231,465,358,2007,0.15450643776824,0.132569558101473
CA04201,GUADALUPE,2,31414,Guadalupe city,,6,1990,5479,495,24,4546,130,794,105,830,3,20,4,17,2344,469,394,2202,0.163727959697733,0.126506024096386
CA01007,KERMAN,2,38226,Kerman city,,6,1990,5448,2233,11,2871,281,1883,305,2024,3,14,1,7,1420,246,287,1451,0.14922995220393,0.15069169960474302
CA03606,NEEDLES,2,50734,Needles city,,6,1990,5191,3906,57,887,231,2071,230,2191,1,29,1,34,441,66,73,446,0.111540318686625,0.10497489730716597
CA01101,ORLAND,2,54274,Orland city,,6,1990,5052,3837,12,1073,291,2159,296,2427,1,6,2,6,563,116,106,510,0.134784622510422,0.121961269056448
CA02304,WILLITS,2,85600,Willits city,,6,1990,5027,4216,13,629,262,2152,286,2364,3,8,1,10,333,85,59,296,0.121747211895911,0.120981387478849
CA02803,SAINT HELENA,2,64140,St. Helena city,,6,1990,4990,3847,22,1034,201,2013,192,2404,0,10,2,12,554,110,81,480,0.0998509687034277,0.0798668885191348
CA00601,COLUSA,2,14946,Colusa city,,6,1990,4934,3094,19,1580,225,1985,245,2019,3,13,1,9,835,155,145,745,0.113350125944584,0.121347201584943
CA04901,CLOVERDALE,2,14190,Cloverdale city,,6,1990,4924,4023,8,791,274,2202,234,2286,0,3,0,5,441,86,55,350,0.124432334241599,0.102362204724409
CA01305,HOLTVILLE,2,34246,Holtville city,,6,1990,4820,1761,8,3011,154,1184,163,1265,1,3,0,7,1480,278,283,1531,0.13006756756756802,0.128853754940711
CA02601,MAMMOTH LAKES,2,45358,Mammoth Lakes town,,6,1990,4785,3989,7,692,428,2594,288,2035,1,6,1,3,452,172,61,240,0.16499614494988402,0.14152334152334198
CA05008,WATERFORD,2,83612,Waterford city,,6,1990,4771,3473,13,1152,216,1914,248,1964,1,11,1,4,602,117,99,550,0.112852664576803,0.12627291242362498
CA01006,HURON,2,36084,Huron city,,6,1990,4766,90,14,4597,48,312,43,284,1,11,3,11,2717,555,358,1880,0.153846153846154,0.151408450704225
CA02703,GONZALES,2,30392,Gonzales city,,6,1990,4660,628,57,3828,96,579,87,664,6,32,3,28,2032,450,375,1796,0.16580310880829,0.131024096385542
CA05702,WINTERS,2,86034,Winters city,,6,1990,4639,2663,14,1868,178,1617,192,1734,2,8,1,6,966,180,172,902,0.110080395794682,0.110726643598616
CA00403,GRIDLEY,2,31260,Gridley city,,6,1990,4631,3087,26,1219,204,1545,209,1824,0,17,1,10,647,152,96,572,0.132038834951456,0.114583333333333
CA02801,CALISTOGA,2,9892,Calistoga city,,6,1990,4468,3297,12,1098,220,1808,184,2105,4,9,0,3,620,173,111,478,0.121681415929204,0.0874109263657957
CA03901,ESCALON,2,22790,Escalon city,,6,1990,4437,3655,14,697,247,1966,214,2127,0,8,0,6,368,67,55,329,0.125635808748728,0.100611189468735
CA01003,FIREBAUGH,2,24134,Firebaugh city,,6,1990,4429,743,63,3573,88,698,90,716,9,43,4,40,1865,324,304,1708,0.12607449856733502,0.125698324022346
CA01701,LAKEPORT,2,39710,Lakeport city,,6,1990,4390,3923,31,306,203,1952,179,2161,3,16,2,15,157,29,17,149,0.103995901639344,0.0828320222119389
CA00801,CRESCENT CITY,2,17022,Crescent City city,,6,1990,4380,3673,27,334,258,1862,265,2052,7,14,2,13,174,36,22,160,0.138560687432868,0.129142300194932
CA02701,CARMEL,2,11250,Carmel-by-the-Sea city,,6,1990,4239,4002,13,132,118,1725,132,2380,2,9,2,4,58,3,8,74,0.0684057971014493,0.0554621848739496
CA02402,DOS PALOS,2,19612,Dos Palos city,,6,1990,4196,2231,210,1706,163,1271,154,1359,11,100,9,113,869,134,143,837,0.12824547600314698,0.113318616629875
CA05501,SONORA,2,72674,Sonora city,,6,1990,4153,3675,9,352,251,1838,248,2105,1,5,1,4,165,33,26,187,0.13656147986942302,0.117814726840855
CA05003,NEWMAN,2,51140,Newman city,,6,1990,4151,2242,10,1784,185,1446,163,1513,0,10,3,8,895,179,158,889,0.127939142461964,0.107732980832783
CA01306,IMPERIAL,2,36280,Imperial city,,6,1990,4113,1740,134,2176,197,1427,200,1511,9,74,8,71,1051,171,166,1125,0.13805185704274694,0.132362673726009
CA02403,GUSTINE,2,31568,Gustine city,,6,1990,3931,3046,25,779,200,1681,201,1803,5,16,3,11,415,80,59,364,0.118976799524093,0.11148086522462597
CA00303,JACKSON,2,36980,Jackson city,,6,1990,3545,3336,9,144,154,1596,142,1867,1,8,1,2,67,5,15,77,0.0964912280701754,0.0760578468130691
CA01401,BISHOP,2,6798,Bishop city,,6,1990,3475,2963,7,395,150,1497,159,1729,0,5,1,3,202,53,34,193,0.10020040080160303,0.0919606709080393
CA04706,MOUNT SHASTA,2,49852,Mount Shasta city,,6,1990,3460,3191,64,148,187,1549,158,1731,1,30,0,34,69,9,7,79,0.120723047127179,0.0912767186597343
CA04804,RIO VISTA,2,60984,Rio Vista city,,6,1990,3316,2965,3,264,192,1527,145,1583,0,2,0,1,125,21,20,139,0.12573673870333998,0.0915982312065698
CA05009,HUGHSON,2,34904,Hughson city,,6,1990,3259,1993,4,1161,148,1069,156,1192,1,3,0,1,606,136,124,555,0.13844714686623005,0.130872483221477
CA02501,ALTURAS,2,1444,Alturas city,,6,1990,3231,2879,13,212,147,1450,162,1525,0,8,0,5,122,15,16,90,0.101379310344828,0.106229508196721
CA01004,FOWLER,2,25436,Fowler city,,6,1990,3208,1062,90,1874,102,686,90,786,12,56,7,47,929,187,165,945,0.14868804664723,0.114503816793893
CA04708,WEED,2,83850,Weed city,,6,1990,3062,2177,369,318,197,1131,182,1262,20,160,30,211,156,32,34,162,0.17418213969938098,0.144215530903328
CA01207,RIO DELL,2,60900,Rio Dell city,,6,1990,3012,2676,7,225,172,1346,196,1447,1,4,0,3,114,17,17,111,0.12778603268945,0.135452660677263
CA04103,BRISBANE,2,8310,Brisbane city,,6,1990,2952,2252,45,415,99,1306,123,1228,1,28,1,24,192,23,30,223,0.0758039816232772,0.100162866449511
CA02902,NEVADA CITY,2,50874,Nevada City city,,6,1990,2855,2716,6,94,138,1368,114,1427,2,4,1,2,52,5,5,42,0.100877192982456,0.0798878766643308
CA01303,CALIPATRIA,2,9878,Calipatria city,,6,1990,2690,578,80,1995,159,903,156,938,7,41,6,48,966,190,188,1029,0.17607973421926898,0.166311300639659
CA00602,WILLIAMS,2,85586,Williams city,,6,1990,2297,1213,6,970,85,740,79,796,0,2,1,4,555,100,77,415,0.114864864864865,0.0992462311557789
CA02101,BELVEDERE,2,5164,Belvedere city,,6,1990,2147,2084,0,40,84,1006,80,1113,0,0,0,0,10,1,4,30,0.0834990059642147,0.0718778077268643
CA04702,DUNSMUIR,2,20242,Dunsmuir city,,6,1990,2129,1782,65,212,105,929,99,1007,4,45,1,22,104,19,15,108,0.11302475780409,0.0983118172790467
CA02107,ROSS,2,62980,Ross town,,6,1990,2123,2040,1,45,116,1002,115,1074,0,0,1,1,17,7,6,28,0.11576846307385197,0.10707635009311
CA00305,SUTTER CREEK,2,77392,Sutter Creek city,,6,1990,1835,1738,6,79,94,822,95,986,0,4,0,2,41,6,5,38,0.114355231143552,0.0963488843813387
CA02702,DEL REY OAKS,2,18688,Del Rey Oaks city,,6,1990,1661,1434,16,108,71,720,64,796,0,7,1,10,46,7,11,62,0.0986111111111111,0.0804020100502513
CA05802,WHEATLAND,2,85012,Wheatland city,,6,1990,1631,1321,12,211,76,680,82,762,0,6,3,7,105,18,17,106,0.11176470588235303,0.10761154855643
CA03342,MURRIETA,2,50076,Murrieta CDP,,6,1990,1628,1304,10,280,89,749,74,733,2,10,1,3,140,39,21,140,0.118825100133511,0.10095497953615302
CA00401,BIGGS,2,6560,Biggs city,,6,1990,1581,1299,0,244,97,648,88,716,0,0,0,0,128,22,14,116,0.149691358024691,0.122905027932961
CA03502,SAN JUAN BAUTISTA,2,68014,San Juan Bautista city,,6,1990,1570,801,7,714,57,557,73,605,0,5,0,2,359,47,48,355,0.102333931777379,0.120661157024793
CA04705,MONTAGUE,2,48690,Montague city,,6,1990,1415,1265,2,44,69,636,81,659,0,1,0,1,26,7,6,18,0.108490566037736,0.122913505311077
CA01307,WESTMORLAND,2,84606,Westmorland city,,6,1990,1380,348,19,997,103,550,77,553,4,10,2,13,506,99,80,491,0.187272727272727,0.139240506329114
CA01204,FERNDALE,2,23910,Ferndale city,,6,1990,1331,1265,18,32,65,619,71,674,1,7,2,11,14,1,1,18,0.10500807754442598,0.105341246290801
CA03102,COLFAX,2,14498,Colfax city,,6,1990,1306,1192,6,81,59,599,67,667,0,4,0,2,40,1,4,41,0.0984974958263773,0.100449775112444
CA01202,BLUE LAKE,2,7162,Blue Lake city,,6,1990,1235,1133,1,30,73,570,70,587,0,0,1,1,14,4,2,16,0.12807017543859694,0.119250425894378
CA01504,MARICOPA,2,45736,Maricopa city,,6,1990,1193,1047,1,125,64,535,76,554,0,1,0,1,65,5,13,60,0.119626168224299,0.13718411552346602
CA04105,COLMA,2,14736,Colma town,,6,1990,1103,447,18,375,40,336,40,315,2,9,1,10,182,36,28,193,0.119047619047619,0.126984126984127
CA01934,IRWINDALE,2,36826,Irwindale city,,6,1990,1050,126,1,899,54,288,41,291,0,1,0,0,446,94,81,453,0.1875,0.14089347079037806
CA04707,TULELAKE,2,80686,Tulelake city,,6,1990,1010,696,0,294,52,448,53,473,0,0,0,0,156,25,24,138,0.116071428571429,0.112050739957717
CA04701,DORRIS,2,19584,Dorris city,,6,1990,892,780,7,92,48,432,46,438,0,4,0,3,61,14,8,31,0.111111111111111,0.105022831050228
CA04703,ETNA,2,22972,Etna city,,6,1990,835,750,2,15,48,373,26,388,0,2,0,2,6,3,0,9,0.128686327077748,0.0670103092783505
CA03403,ISLETON,2,36882,Isleton city,,6,1990,833,527,10,181,27,318,38,324,0,7,0,5,107,21,12,74,0.0849056603773585,0.117283950617284
CA04704,FORT JONES,2,25128,Fort Jones city,,6,1990,639,567,0,40,32,286,26,300,0,0,0,0,22,3,5,18,0.111888111888112,0.0866666666666667
CA01206,TRINIDAD,2,80448,Trinidad city,,6,1990,362,343,1,6,14,183,14,165,0,0,0,1,4,2,0,2,0.0765027322404372,0.0848484848484849
CA02709,SAND CITY,2,65112,Sand City city,,6,1990,192,120,11,59,12,88,12,68,0,8,1,3,36,8,7,23,0.136363636363636,0.17647058823529396
CA01973,VERNON,2,82422,Vernon city,,6,1990,152,29,1,119,4,32,4,34,0,2,1,3,56,12,11,63,0.125,0.11764705882352902
CO00100,ADAMS,1,99001,Adams County,1.0,8,1990,265038,198710,8445,49179,15707,113842,15620,115966,638,4493,705,4340,24756,4339,4337,24423,0.137971926002705,0.134694651880724
CO00200,ALAMOSA,1,99003,Alamosa County,3.0,8,1990,13617,8068,61,5254,1107,5445,1190,5774,26,45,11,24,2634,489,484,2620,0.20330578512396694,0.206096293730516
CO00300,ARAPAHOE,1,99005,Arapahoe County,5.0,8,1990,391511,334225,22653,21743,21565,170345,21967,178969,1983,11487,2105,11792,10693,1942,1961,11050,0.12659602571252498,0.122741927372897
CO00400,ARCHULETA,1,99007,Archuleta County,7.0,8,1990,5345,3976,5,1244,196,2356,225,2308,1,4,0,3,660,91,87,584,0.0831918505942275,0.0974870017331022
CO00500,BACA,1,99009,Baca County,9.0,8,1990,4556,4229,1,255,217,2129,195,2191,0,0,1,1,138,29,20,117,0.101925786754345,0.08900045641259698
CO00600,,1,99011,Bent County,11.0,8,1990,5048,3588,32,1371,247,2379,213,2209,1,25,1,8,708,93,91,663,0.10382513661202196,0.0964237211407877
CO00700,BOULDER,1,99013,Boulder County,13.0,8,1990,225339,201617,1879,15195,19019,105059,17612,105131,299,1117,231,842,7763,1676,1559,7432,0.181031610809164,0.167524326792288
CO00800,CHAFFEE,1,99015,Chaffee County,15.0,8,1990,12684,11148,198,1200,902,6396,513,5704,92,200,1,2,745,190,42,455,0.141025641025641,0.0899368863955119
CO00900,CHEYENNE,1,99017,Cheyenne County,17.0,8,1990,2397,2307,0,83,133,1198,107,1160,0,0,0,0,57,7,3,26,0.1110183639399,0.0922413793103448
CO01000,CLEAR CREEK,1,99019,Clear Creek County,19.0,8,1990,7619,7280,17,254,337,3851,330,3593,0,10,2,10,140,21,19,114,0.0875097377304596,0.0918452546618425
CO01100,CONEJOS,1,99021,Conejos County,21.0,8,1990,7453,2933,9,4463,409,3166,393,3221,0,8,0,4,2228,310,312,2235,0.12918509159823102,0.122011797578392
CO01200,COSTILLA,1,99023,Costilla County,23.0,8,1990,3190,688,7,2452,147,1330,158,1334,1,6,0,2,1220,160,154,1232,0.110526315789474,0.11844077961019503
CO01300,CROWLEY,1,99025,Crowley County,25.0,8,1990,3946,2694,254,912,252,2068,137,1394,49,261,0,1,601,95,45,311,0.121856866537718,0.0982783357245337
CO01400,CUSTER,1,99027,Custer County,27.0,8,1990,1926,1842,0,55,83,941,73,945,0,0,0,0,25,4,5,30,0.0882040382571732,0.0772486772486772
CO01500,DELTA,1,99029,Delta County,29.0,8,1990,20980,18836,59,1915,1055,9899,940,10245,9,51,0,9,1012,186,127,903,0.106576421860794,0.0917520741825281
CO01700,DOLORES,1,99033,Dolores County,33.0,8,1990,1504,1416,0,48,82,737,71,708,0,0,0,0,19,6,6,29,0.111261872455902,0.100282485875706
CO01800,DOUGLAS,1,99035,Douglas County,35.0,8,1990,60391,57346,391,1910,2941,29477,2859,29205,13,216,22,191,963,127,102,947,0.0997727041422126,0.0978941961992809
CO01900,EAGLE,1,99037,Eagle County,37.0,8,1990,21928,18762,40,2917,1352,10572,1106,9506,5,28,4,18,1513,294,262,1404,0.127884979190314,0.116347569955817
CO02000,ELBERT,1,99039,Elbert County,39.0,8,1990,9646,9289,46,211,486,4724,455,4695,6,28,2,19,99,7,21,112,0.102878916172735,0.0969116080937167
CO02100,EL PASO,1,99041,El Paso County,41.0,8,1990,397014,322461,27599,34473,29514,171433,23453,169967,3586,15388,2531,13205,17234,3446,3092,17239,0.17216055251906,0.137985608971153
CO02200,FREMONT,1,99043,Fremont County,43.0,8,1990,32273,28292,834,2759,1853,15556,1592,14999,121,736,16,112,1674,266,173,1085,0.11911802519927997,0.106140409360624
CO02300,GARFIELD,1,99045,Garfield County,45.0,8,1990,29974,27908,77,1673,1802,14794,1650,14354,18,67,2,15,901,173,155,772,0.121806137623361,0.11495053643583697
CO02400,GILPIN,1,99047,Gilpin County,47.0,8,1990,3070,2900,14,109,152,1582,112,1411,1,12,1,2,62,9,8,47,0.0960809102402023,0.0793763288447909
CO02500,GRAND,1,99049,Grand County,49.0,8,1990,7966,7641,16,243,527,4125,415,3637,3,12,1,4,119,23,20,124,0.127757575757576,0.114105031619467
CO02600,GUNNISON,1,99051,Gunnison County,51.0,8,1990,10273,9746,59,366,1497,5314,1085,4695,21,36,10,27,184,57,54,182,0.281708694015807,0.231096911608094
CO02800,HUERFANO,1,99055,Huerfano County,55.0,8,1990,6009,3498,20,2428,327,2689,253,2880,7,18,1,9,1220,179,130,1208,0.121606545184083,0.0878472222222222
CO02900,JACKSON,1,99057,Jackson County,57.0,8,1990,1605,1460,0,118,83,786,74,694,0,0,0,0,63,21,13,55,0.10559796437659,0.106628242074928
CO03000,JEFFERSON,1,99059,Jefferson County,59.0,8,1990,438430,394946,3014,30791,25841,204121,24995,210421,382,1939,197,1292,15296,2707,2610,15495,0.126596479539097,0.118785672532684
CO03100,KIOWA,1,99061,Kiowa County,61.0,8,1990,1688,1621,0,55,87,804,65,844,0,0,0,0,29,3,2,26,0.108208955223881,0.0770142180094787
CO03200,KIT CARSON,1,99063,Kit Carson County,63.0,8,1990,7140,6636,8,468,348,3355,339,3439,1,4,2,5,244,45,49,224,0.103725782414307,0.0985751671997674
CO03300,LAKE,1,99065,Lake County,65.0,8,1990,6007,4497,11,1434,420,2823,351,2660,2,11,1,2,736,106,135,698,0.14877789585547302,0.131954887218045
CO03400,LA PLATA,1,99067,La Plata County,67.0,8,1990,32284,27091,58,3586,2738,14632,2304,14390,18,46,5,25,1776,331,314,1810,0.18712411153635894,0.160111188325226
CO03500,LARIMER,1,99069,Larimer County,69.0,8,1990,186136,169213,1043,12227,15854,86777,15256,89194,200,640,150,474,6151,1254,1202,6076,0.182698180393422,0.171042895262013
CO03600,LAS ANIMAS,1,99071,Las Animas County,71.0,8,1990,13765,7507,31,6080,770,5769,681,6155,22,27,0,7,2973,467,462,3107,0.133472005546889,0.11064175467099903
CO03700,LINCOLN,1,99073,Lincoln County,73.0,8,1990,4529,4413,4,75,229,2181,192,2263,0,2,1,2,39,11,6,36,0.104997707473636,0.0848431285903668
CO03800,LOGAN,1,99075,Logan County,75.0,8,1990,17567,16073,19,1393,1038,8180,1100,8662,2,6,3,14,727,142,131,666,0.126894865525672,0.126991456938351
CO03900,MESA,1,99077,Mesa County,77.0,8,1990,93145,84035,368,7563,5519,42662,5592,45515,82,226,36,165,3745,711,590,3818,0.129365711874736,0.12286059540810698
CO04100,MOFFAT,1,99081,Moffat County,81.0,8,1990,11357,10524,10,698,620,5492,610,5431,1,8,1,3,400,55,29,298,0.112891478514202,0.11231817344872
CO04200,MONTEZUMA,1,99083,Montezuma County,83.0,8,1990,18672,14936,12,1612,850,7734,885,8209,4,10,0,2,839,129,114,773,0.109904318593225,0.107808502862712
CO04300,MONTROSE,1,99085,Montrose County,85.0,8,1990,24423,21447,61,2736,1201,11386,1198,12021,9,40,3,28,1343,214,202,1393,0.10548041454417698,0.0996589302054738
CO04400,MORGAN,1,99087,Morgan County,87.0,8,1990,21939,17667,45,4034,1094,9336,1041,9984,7,39,7,22,2095,427,331,1939,0.117180805484147,0.104266826923077
CO04500,OTERO,1,99089,Otero County,89.0,8,1990,20185,12698,109,7104,977,8000,1017,8727,15,72,5,46,3464,562,586,3640,0.122125,0.116534891715366
CO04700,PARK,1,99093,Park County,93.0,8,1990,7174,6863,39,206,295,3610,258,3421,0,18,2,22,102,4,9,104,0.0817174515235457,0.0754165448699211
CO04900,PITKIN,1,99097,Pitkin County,97.0,8,1990,12661,11955,38,475,725,6462,619,5866,6,27,1,14,288,75,43,187,0.112194367069019,0.105523354926696
CO05000,PROWERS,1,99099,Prowers County,99.0,8,1990,13347,10071,38,3102,722,5533,692,5864,16,32,3,11,1546,268,250,1556,0.13048978854147802,0.118008185538881
CO05100,PUEBLO,1,99101,Pueblo County,101.0,8,1990,123051,75382,2029,44090,6784,50330,6712,53974,205,1194,201,1059,21499,3535,3632,22591,0.134790383469104,0.124356171489977
CO05200,RIO BLANCO,1,99103,Rio Blanco County,103.0,8,1990,5972,5672,9,236,415,2945,395,2862,3,6,1,3,128,30,29,108,0.140916808149406,0.13801537386443
CO05300,RIO GRANDE,1,99105,Rio Grande County,105.0,8,1990,10770,6352,5,4342,555,4793,600,4882,0,5,1,2,2137,337,372,2205,0.115793866054663,0.122900450634986
CO05400,ROUTT,1,99107,Routt County,107.0,8,1990,14088,13630,8,353,1079,7442,771,6471,1,5,0,3,180,35,25,173,0.144987906476754,0.119146963375058
CO05500,SAGUACHE,1,99109,Saguache County,109.0,8,1990,4619,2371,11,2106,224,1867,221,1832,1,9,0,2,1090,170,161,1016,0.119978575254419,0.120633187772926
CO05600,SAN JUAN,1,99111,San Juan County,111.0,8,1990,745,620,1,118,43,397,40,314,0,1,0,0,70,7,7,48,0.10831234256927,0.127388535031847
CO05700,SAN MIGUEL,1,99113,San Miguel County,113.0,8,1990,3653,3523,5,102,220,1910,188,1699,0,5,0,0,54,6,9,48,0.115183246073298,0.11065332548558
CO05800,SEDGWICK,1,99115,Sedgwick County,115.0,8,1990,2690,2411,5,230,116,1267,117,1347,1,7,1,3,111,15,18,119,0.0915548539857932,0.0868596881959911
CO05900,SUMMIT,1,99117,Summit County,117.0,8,1990,12881,12359,31,323,1010,6842,872,5732,4,19,2,13,181,29,23,142,0.147617655656241,0.152128401953943
CO06000,TELLER,1,99119,Teller County,119.0,8,1990,12468,11980,23,322,596,6192,559,5997,2,15,2,9,159,24,23,163,0.0962532299741602,0.0932132733033183
CO06100,WASHINGTON,1,99121,Washington County,121.0,8,1990,4812,4652,1,139,258,2362,209,2359,0,0,1,1,74,16,9,65,0.109229466553768,0.0885968630775752
CO06200,WELD,1,99123,Weld County,123.0,8,1990,131821,101977,509,27502,9702,57475,10159,59772,117,324,75,243,14202,2954,2532,13300,0.16880382775119598,0.16996252425885
CO06300,YUMA,1,99125,Yuma County,125.0,8,1990,8954,8620,2,284,499,4280,449,4489,0,1,0,1,155,27,22,129,0.116588785046729,0.10002227667632
CODPD00,DENVER,2,20000,Denver city,,8,1990,467610,287162,57793,107382,19321,163213,18954,173985,4419,29109,4416,30937,53867,9524,9169,53515,0.118379050688364,0.108940425898784
CO02101,COLORADO SPRINGS,2,16000,Colorado Springs city,,8,1990,281140,227687,19014,25662,17520,118341,17146,123172,1849,10121,1805,9625,12679,2318,2354,12983,0.148046746267143,0.13920371513006194
CO00101,AURORA,2,4000,Aurora city,,8,1990,222103,173095,24724,14768,11453,89285,12062,93761,2033,12349,2324,13045,7300,1305,1286,7468,0.12827462619701,0.12864623884130902
CO03004,LAKEWOOD,2,43000,Lakewood city,,8,1990,126481,110648,1183,11506,7649,56864,8011,60955,154,808,70,508,5800,1045,1006,5706,0.134513927968486,0.13142482158969698
CO05101,PUEBLO,2,62000,Pueblo city,,8,1990,98640,56451,1932,38969,5339,39115,5361,42709,197,1139,191,1008,18930,3105,3252,20039,0.136494950786143,0.125523894261163
CO03001,ARVADA,2,3455,Arvada city,,8,1990,89235,79980,488,6643,5556,41225,5414,42904,47,294,33,219,3256,570,577,3387,0.13477258944815,0.126188700354279
CO03503,FORT COLLINS,2,27425,Fort Collins city,,8,1990,87758,78257,806,6197,10469,40464,10042,41413,179,490,135,366,3089,750,743,3108,0.258723803875049,0.242484244077947
CO00701,BOULDER,2,7850,Boulder city,,8,1990,83312,74731,1011,4022,11461,38755,10195,38335,235,622,164,426,2041,655,632,1981,0.295729583279577,0.26594495891483
CO00105,WESTMINSTER,2,83835,Westminster city,,8,1990,74625,62225,708,8570,4339,33177,4639,34466,54,415,50,327,4151,703,855,4419,0.130783374024173,0.134596413857135
