ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Pct_WYM,Pct_WYF
MT03300,MUSSELSHELL,1,99065,Musselshell County,65.0,30,1990,4106,4034,2,242,2019,205,2037,0,1,1,1,0.11986131748390302,0.10063819342169901
MT03400,PARK,1,99067,Park County,67.0,30,1990,14562,14091,60,639,6938,643,7289,1,29,1,40,0.0921014701643125,0.0882151186719715
MT03600,PHILLIPS,1,99071,Phillips County,71.0,30,1990,5163,4718,2,292,2339,231,2402,0,1,0,1,0.12483967507481801,0.0961698584512906
MT03700,PONDERA,1,99073,Pondera County,73.0,30,1990,6433,5676,5,320,2835,255,2856,0,5,0,0,0.11287477954144601,0.0892857142857143
MT03800,POWDER RIVER,1,99075,Powder River County,75.0,30,1990,2090,2030,0,122,1037,107,1007,0,0,0,0,0.11764705882352902,0.106256206554121
MT03900,POWELL,1,99077,Powell County,77.0,30,1990,6620,6239,22,416,3581,269,2690,3,22,0,0,0.116168667969841,0.1
MT04100,RAVALLI,1,99081,Ravalli County,81.0,30,1990,25010,24256,34,1388,12101,1201,12427,7,25,2,11,0.114701264358317,0.0966444033153617
MT04200,RICHLAND,1,99083,Richland County,83.0,30,1990,10716,10309,3,594,5187,579,5258,0,3,0,1,0.11451706188548301,0.11011791555724601
MT04300,ROOSEVELT,1,99085,Roosevelt County,85.0,30,1990,10999,5545,17,247,2712,255,2857,0,8,1,9,0.0910766961651917,0.0892544627231362
MT04400,ROSEBUD,1,99087,Rosebud County,87.0,30,1990,10505,7470,25,421,3881,437,3663,5,21,1,12,0.10847719659881501,0.119301119301119
MT04500,SANDERS,1,99089,Sanders County,89.0,30,1990,8669,8058,12,431,4113,414,4022,0,6,0,6,0.104789691222952,0.102933863749378
MT04600,SHERIDAN,1,99091,Sheridan County,91.0,30,1990,4732,4632,0,177,2302,198,2348,0,0,0,0,0.076889661164205,0.0843270868824531
MT04800,STILLWATER COUNTY,1,99095,Stillwater County,95.0,30,1990,6536,6383,5,340,3212,307,3222,0,3,0,2,0.10585305105853099,0.0952824332712601
MT04900,SWEET GRASS,1,99097,Sweet Grass County,97.0,30,1990,3154,3121,2,145,1531,146,1595,0,1,0,1,0.0947093403004572,0.0915360501567398
MT05000,TETON,1,99099,Teton County,99.0,30,1990,6271,6127,3,335,3059,309,3095,0,2,0,1,0.109512912716574,0.0998384491114701
MT05100,TOOLE,1,99101,Toole County,101.0,30,1990,5046,4871,5,258,2422,234,2478,0,1,1,4,0.106523534269199,0.0944309927360775
MT05300,VALLEY,1,99105,Valley County,105.0,30,1990,8239,7390,9,418,3711,339,3712,1,7,0,2,0.112638102937214,0.0913254310344828
MT05400,WHEATLAND,1,99107,Wheatland County,107.0,30,1990,2246,2196,1,129,1116,112,1087,0,1,0,0,0.115591397849462,0.103035878564857
MT05600,YELLOWSTONE,1,99111,Yellowstone County,111.0,30,1990,113419,106068,465,6742,52169,7105,55752,56,320,26,191,0.129233836186241,0.12743937437222
MT05601,BILLINGS,2,6550,Billings city,,30,1990,81151,75327,397,4877,36478,5367,40260,46,270,26,169,0.133697022863096,0.133308494783905
MT00701,GREAT FALLS,2,32800,Great Falls city,,30,1990,55097,50779,513,2981,24565,3183,26736,68,304,53,227,0.121351516385101,0.11905296229802499
MT03201,MISSOULA,2,50200,Missoula city,,30,1990,42918,40635,137,4074,19791,4170,21192,44,94,16,54,0.20585114445960298,0.196772366930917
MT04700,SILVER BOW,2,11397,Butte-Silver Bow (remainder),,30,1990,33336,31907,32,2231,15907,2029,16522,3,17,4,16,0.14025271892877403,0.12280595569543598
MT02501,HELENA,2,35600,Helena city,,30,1990,24569,23509,51,1539,11245,1698,12482,6,33,4,22,0.136860827034237,0.136035891684025
MT01601,BOZEMAN,2,8950,Bozeman city,,30,1990,22660,21538,67,3910,11105,3258,10637,28,48,5,21,0.35209365150833005,0.30628936730281103
MT01503,KALISPELL,2,40075,Kalispell city,,30,1990,11917,11503,17,619,5319,708,6267,1,8,1,9,0.11637525850723801,0.112972714217329
MT02101,HAVRE,2,35050,Havre city,,30,1990,10201,9245,15,678,4560,604,4753,4,12,0,3,0.14868421052631603,0.12707763517778198
MT00901,MILES CITY-CUSTER CO,2,49525,Miles City city,,30,1990,8461,8181,7,468,3929,501,4325,3,6,0,1,0.11911427844235199,0.115838150289017
MT03401,LIVINGSTON,2,43975,Livingston city,,30,1990,6701,6496,20,293,3110,333,3436,1,7,0,17,0.0942122186495177,0.0969150174621653
MT01401,LEWISTOWN,2,43375,Lewistown city,,30,1990,6051,5890,5,298,2769,276,3160,0,5,0,2,0.10762007945106501,0.0873417721518987
MT05602,LAUREL,2,42700,Laurel city,,30,1990,5686,5532,4,320,2638,288,2957,0,2,0,2,0.121304018195603,0.0973960094690565
MT04201,SIDNEY,2,67900,Sidney city,,30,1990,5217,4991,0,272,2441,301,2633,0,0,0,0,0.111429741909054,0.11431826813520699
MT01101,GLENDIVE,2,31450,Glendive city,,30,1990,4802,4701,0,292,2272,296,2453,0,0,0,0,0.12852112676056301,0.120668569099062
MT01502,WHITEFISH,2,79825,Whitefish city,,30,1990,4368,4248,2,264,2105,225,2187,0,3,0,0,0.12541567695962,0.10288065843621401
MT00101,DILLON,2,20800,Dillon city,,30,1990,3991,3849,5,364,1894,364,1977,1,2,1,3,0.192185850052798,0.18411734951947398
MT05301,GLASGOW,2,31075,Glasgow city,,30,1990,3572,3321,4,180,1584,147,1757,0,2,0,2,0.11363636363636401,0.0836653386454183
MT01602,BELGRADE,2,4975,Belgrade city,,30,1990,3411,3319,3,217,1656,237,1713,0,0,0,3,0.131038647342995,0.13835376532399302
MT01802,CUT BANK,2,18775,Cut Bank city,,30,1990,3329,2959,2,144,1425,145,1540,0,1,0,1,0.10105263157894699,0.0941558441558442
MT02401,POLSON,2,58750,Polson city,,30,1990,3283,2773,4,131,1267,163,1528,1,3,0,1,0.103393843725335,0.106675392670157
MT01501,COLUMBIA FALLS,2,16600,Columbia Falls city,,30,1990,2942,2814,1,170,1367,185,1490,0,1,0,0,0.12435991221653302,0.12416107382550301
MT03701,CONRAD,2,17275,Conrad city,,30,1990,2891,2805,4,159,1361,134,1457,0,4,0,0,0.116825863335783,0.0919698009608785
MT04101,HAMILTON,2,33775,Hamilton city,,30,1990,2737,2667,1,118,1151,112,1552,0,0,0,1,0.10251954821894,0.0721649484536082
MT02701,LIBBY,2,43450,Libby city,,30,1990,2532,2446,3,134,1139,134,1335,0,0,0,3,0.11764705882352902,0.100374531835206
MT04601,PLENTYWOOD,2,58375,Plentywood city,,30,1990,2136,2101,0,77,985,100,1126,0,0,0,0,0.0781725888324873,0.088809946714032
MT00501,RED LODGE,2,61525,Red Lodge city,,30,1990,1958,1913,1,60,875,86,1062,0,1,0,0,0.0685714285714286,0.0809792843691149
MT01301,BAKER,2,3475,Baker city,,30,1990,1818,1796,0,68,877,89,922,0,0,0,0,0.0775370581527936,0.096529284164859
MT00801,FORT BENTON,2,28000,Fort Benton city,,30,1990,1660,1634,1,66,776,72,869,0,0,0,1,0.0850515463917526,0.0828538550057537
MT02402,RONAN CITY,2,64150,Ronan city,,30,1990,1547,1134,0,53,511,62,641,0,0,0,0,0.10371819960861099,0.0967238689547582
MT00301,CHINOOK,2,14575,Chinook city,,30,1990,1512,1407,0,67,666,60,745,0,0,0,0,0.10060060060060101,0.0805369127516778
MT04503,THOMPSON FALLS,2,73825,Thompson Falls city,,30,1990,1319,1282,3,99,652,80,640,0,1,0,2,0.151840490797546,0.125
MT02201,BOULDER,2,8575,Boulder town,,30,1990,1316,1242,1,89,628,57,627,0,2,0,0,0.14171974522293,0.0909090909090909
MT01603,THREE FORKS,2,73975,Three Forks town,,30,1990,1203,1173,0,91,614,57,567,0,0,0,0,0.148208469055375,0.10052910052910101
MT02702,EUREKA,2,24850,Eureka town,,30,1990,1043,1009,0,49,492,54,527,0,0,0,0,0.0995934959349594,0.10246679316888001
MT01605,MANHATTAN,2,47575,Manhattan town,,30,1990,1034,1020,0,58,516,46,507,0,0,0,0,0.112403100775194,0.0907297830374754
MT04504,PLAINS,2,58150,Plains town,,30,1990,992,932,1,59,490,46,473,0,0,0,1,0.120408163265306,0.0972515856236787
MT02703,TROY,2,75025,Troy city,,30,1990,953,915,1,49,468,58,458,1,1,0,0,0.104700854700855,0.12663755458515302
MT01604,WEST YELLOWSTONE,2,79525,West Yellowstone town,,30,1990,913,893,0,50,489,46,409,0,0,0,0,0.102249488752556,0.112469437652812
MT02403,SAINT IGNATIUS,2,65275,St. Ignatius town,,30,1990,778,462,0,25,234,21,235,0,0,0,0,0.10683760683760699,0.0893617021276596
MT00702,,2,5275,Belt city,,30,1990,571,533,1,20,252,23,281,0,1,0,0,0.0793650793650794,0.0818505338078292
NB00100,ADAMS,1,99001,Adams County,1.0,31,1990,29625,28922,181,2052,14023,2061,15061,47,116,20,65,0.146331027597518,0.136843503087444
NB00200,ANTELOPE,1,99003,Antelope County,3.0,31,1990,7965,7928,2,411,3892,377,4038,0,1,0,1,0.10560123329907499,0.0933630510153541
NB00600,BOONE,1,99011,Boone County,11.0,31,1990,6667,6636,1,352,3322,275,3326,0,1,1,1,0.10596026490066199,0.0826819001803969
NB00700,BOX BUTTE,1,99013,Box Butte County,13.0,31,1990,13130,12022,49,649,6166,681,6335,6,25,4,24,0.10525462212131,0.10749802683504302
NB00900,BROWN,1,99017,Brown County,17.0,31,1990,3657,3617,1,185,1751,171,1885,0,1,0,0,0.105653912050257,0.0907161803713528
NB01000,BUFFALO,1,99019,Buffalo County,19.0,31,1990,37447,35992,161,4155,17678,4195,18752,65,113,19,53,0.23503790021495602,0.22370947098976102
NB01100,BURT,1,99021,Burt County,21.0,31,1990,7868,7708,8,399,3751,330,3998,0,7,0,1,0.106371634230872,0.0825412706353177
NB01200,BUTLER,1,99023,Butler County,23.0,31,1990,8601,8542,10,477,4247,416,4313,1,6,1,4,0.112314574994113,0.0964525852075122
NB01300,CASS,1,99025,Cass County,25.0,31,1990,21318,20909,39,1295,10512,1297,10521,0,20,3,22,0.123192541856925,0.12327725501378199
NB01400,CEDAR,1,99027,Cedar County,27.0,31,1990,10131,10085,6,598,5041,528,5058,1,5,0,1,0.11862725649672698,0.104389086595492
NB01600,CHERRY,1,99031,Cherry County,31.0,31,1990,6307,6091,2,317,3043,276,3064,0,2,0,1,0.10417351298061099,0.0900783289817232
NB01700,CHEYENNE,1,99033,Cheyenne County,33.0,31,1990,9494,9090,6,528,4463,461,4787,2,4,0,4,0.11830607214877902,0.0963024858993106
NB01800,CLAY,1,99035,Clay County,35.0,31,1990,7123,7050,1,402,3432,336,3635,1,1,0,0,0.117132867132867,0.0924346629986245
NB01900,COLFAX,1,99037,Colfax County,37.0,31,1990,9139,8878,3,504,4424,442,4578,0,3,0,0,0.11392405063291099,0.0965487112276103
NB02000,CUMING,1,99039,Cuming County,39.0,31,1990,10117,10064,8,577,4988,518,5088,2,6,0,2,0.115677626303128,0.10180817610062899
NB02100,CUSTER,1,99041,Custer County,41.0,31,1990,12270,12104,3,598,5878,569,6274,0,1,0,2,0.10173528411024199,0.09069174370417599
NB02200,DAKOTA,1,99043,Dakota County,43.0,31,1990,16742,14996,74,1045,7621,987,7860,11,44,3,32,0.137121112714867,0.12557251908396902
NB02300,DAWES,1,99045,Dawes County,45.0,31,1990,9021,8409,53,970,4159,907,4333,29,42,5,13,0.233229141620582,0.209323794138011
NB02400,DAWSON,1,99047,Dawson County,47.0,31,1990,19940,19164,11,1098,9474,1079,10055,1,8,1,7,0.11589613679544,0.107309796121333
NB02500,DEUEL,1,99049,Deuel County,49.0,31,1990,2237,2118,1,120,1088,89,1097,0,0,0,1,0.110294117647059,0.081130355515041
NB02600,DIXON,1,99051,Dixon County,51.0,31,1990,6143,6121,4,357,3006,321,3118,0,3,1,1,0.11876247504990001,0.10295060936497802
NB02700,DODGE,1,99053,Dodge County,53.0,31,1990,34500,33979,63,2163,16296,2247,17836,32,52,7,21,0.132731958762887,0.12598116169544699
NB02800,DOUGLAS,1,99055,Douglas County,55.0,31,1990,416444,353374,45104,24626,173395,25504,186043,3727,21341,3955,24200,0.14202254966982902,0.137086587509339
NB02900,DUNDY,1,99057,Dundy County,57.0,31,1990,2582,2559,0,133,1241,129,1327,0,0,0,0,0.10717163577759899,0.0972117558402412
NB03000,FILLMORE,1,99059,Fillmore County,59.0,31,1990,7103,7014,13,366,3420,350,3622,1,5,6,9,0.107017543859649,0.0966316951960243
NB03100,FRANKLIN,1,99061,Franklin County,61.0,31,1990,3938,3908,6,181,1888,157,2027,0,2,0,4,0.0958686440677966,0.0774543660582141
NB03200,FRONTIER,1,99063,Frontier County,63.0,31,1990,3101,3062,1,161,1525,145,1549,0,1,0,0,0.10557377049180301,0.0936087798579729
NB03300,FURNAS,1,99065,Furnas County,65.0,31,1990,5553,5490,2,268,2646,225,2869,0,4,0,0,0.101284958427816,0.0784245381666086
NB03400,GAGE,1,99067,Gage County,67.0,31,1990,22794,22459,45,1278,10788,1204,11742,8,29,1,16,0.11846496106785301,0.102537898143417
NB03500,GARDEN,1,99069,Garden County,69.0,31,1990,2460,2445,0,102,1181,103,1274,0,0,0,0,0.0863674851820491,0.0808477237048666
NB03700,,1,99073,Gosper County,73.0,31,1990,1928,1918,0,99,977,74,950,0,0,0,0,0.10133060388945801,0.0778947368421053
NB04000,HALL,1,99079,Hall County,79.0,31,1990,48925,45986,134,2998,22812,3053,24451,13,81,14,64,0.131422058565667,0.12486196883563001
NB04100,HAMILTON,1,99081,Hamilton County,81.0,31,1990,8862,8766,9,477,4304,440,4507,0,5,1,4,0.110827137546468,0.0976259152429554
NB04200,HARLAN,1,99083,Harlan County,83.0,31,1990,3810,3800,2,173,1828,133,1976,0,1,0,1,0.0946389496717724,0.0673076923076923
NB04500,HOLT,1,99089,Holt County,89.0,31,1990,12599,12526,3,700,6242,590,6295,0,1,0,2,0.112143543735982,0.0937251787132645
NB04700,HOWARD,1,99093,Howard County,93.0,31,1990,6055,6000,1,338,2944,343,3076,0,1,0,0,0.114809782608696,0.111508452535761
NB04800,JEFFERSON,1,99095,Jefferson County,95.0,31,1990,8759,8646,2,445,4206,436,4504,1,3,0,1,0.105801236329054,0.0968028419182948
NB04900,JOHNSON,1,99097,Johnson County,97.0,31,1990,4673,4522,1,223,2180,178,2361,0,0,0,1,0.102293577981651,0.0753917831427361
NB05000,KEARNEY,1,99099,Kearney County,99.0,31,1990,6629,6506,0,381,3262,345,3317,0,0,0,0,0.11679950950337199,0.10400964727163099
NB05100,KEITH,1,99101,Keith County,101.0,31,1990,8584,8185,10,430,4083,413,4320,1,4,1,6,0.10531471956894399,0.0956018518518519
NB05300,KIMBALL,1,99105,Kimball County,105.0,31,1990,4108,3947,2,194,1999,164,2075,0,1,0,1,0.0970485242621311,0.0790361445783132
NB05400,KNOX,1,99107,Knox County,107.0,31,1990,9534,9025,0,432,4411,360,4620,0,0,0,0,0.097936975742462,0.0779220779220779
NB05500,LANCASTER,1,99109,Lancaster County,109.0,31,1990,213641,200521,4583,19086,98449,19317,104214,561,2714,402,1945,0.193866875234893,0.185358972882722
NB05600,LINCOLN,1,99111,Lincoln County,111.0,31,1990,32508,30561,90,1904,15179,1872,16175,14,57,2,38,0.125436458264708,0.115734157650696
NB06000,MADISON,1,99119,Madison County,119.0,31,1990,32655,31524,238,2090,15409,2041,16325,25,138,23,100,0.13563501849568402,0.125022970903522
NB06100,MERRICK,1,99121,Merrick County,121.0,31,1990,8042,7938,2,481,3950,434,4046,1,3,0,0,0.12177215189873401,0.107266435986159
NB06200,MORRILL,1,99123,Morrill County,123.0,31,1990,5423,4952,1,281,2566,226,2636,1,1,0,0,0.109508963367108,0.0857359635811836
NB06300,NANCE,1,99125,Nance County,125.0,31,1990,4275,4224,1,196,2103,206,2147,0,0,1,1,0.0932001902044698,0.09594783418723801
NB06400,NEMAHA,1,99127,Nemaha County,127.0,31,1990,7980,7862,71,643,3902,579,3974,30,38,21,34,0.164787288569964,0.14569703069954698
NB06500,NUCKOLLS,1,99129,Nuckolls County,129.0,31,1990,5786,5760,1,273,2774,213,3000,0,1,0,0,0.0984138428262437,0.071
NB06600,OTOE,1,99131,Otoe County,131.0,31,1990,14252,14062,25,771,6773,717,7365,2,17,0,8,0.113834342241252,0.0973523421588595
NB06700,PAWNEE,1,99133,Pawnee County,133.0,31,1990,3317,3290,3,161,1591,132,1713,1,2,0,1,0.10119421747328698,0.0770577933450088
NB06800,PERKINS,1,99135,Perkins County,135.0,31,1990,3367,3299,0,188,1650,134,1670,0,0,0,0,0.11393939393939401,0.0802395209580838
NB06900,PHELPS,1,99137,Phelps County,137.0,31,1990,9715,9587,5,523,4659,533,4994,0,0,0,5,0.11225584889461301,0.106728073688426
NB07000,PIERCE,1,99139,Pierce County,139.0,31,1990,7827,7779,0,416,3813,368,3969,0,0,0,0,0.10910044584316801,0.0927185689090451
NB07100,PLATTE,1,99141,Platte County,141.0,31,1990,29820,29374,53,1842,14488,1763,15035,8,33,6,21,0.12713970182219803,0.11725972730296001
NB07200,POLK,1,99143,Polk County,143.0,31,1990,5675,5623,1,286,2768,249,2864,0,1,0,0,0.103323699421965,0.0869413407821229
NB07300,RED WILLOW,1,99145,Red Willow County,145.0,31,1990,11705,11435,13,644,5488,774,6080,6,10,1,3,0.11734693877550999,0.127302631578947
NB07400,RICHARDSON,1,99147,Richardson County,147.0,31,1990,9937,9701,5,513,4672,467,5066,0,3,0,2,0.10980308219178099,0.0921831819976313
NB07600,,1,99151,Saline County,151.0,31,1990,12715,12486,16,902,6038,891,6499,7,12,1,4,0.149387214309374,0.13709801507924302
NB07700,SARPY,1,99153,Sarpy County,153.0,31,1990,102583,91663,5236,7255,47378,6690,46334,507,2818,438,2518,0.15313014479294199,0.144386411706306
NB07800,SAUNDERS,1,99155,Saunders County,155.0,31,1990,18285,18090,14,1045,9089,935,9068,1,11,0,4,0.11497414457036,0.10310983678870801
NB07900,SCOTTS BLUFF,1,99157,Scotts Bluff County,157.0,31,1990,36025,29938,51,1923,15728,1966,17094,16,37,7,33,0.122266022380468,0.115011115011115
NB08000,SEWARD,1,99159,Seward County,159.0,31,1990,15450,15280,20,1490,7697,1070,7637,4,13,3,7,0.19358191503183103,0.140107372004714
NB08100,SHERIDAN,1,99161,Sheridan County,161.0,31,1990,6750,6170,2,317,3023,306,3177,0,1,0,2,0.104862719153159,0.0963172804532578
NB08200,SHERMAN,1,99163,Sherman County,163.0,31,1990,3718,3697,0,248,1880,186,1820,0,0,0,0,0.131914893617021,0.10219780219780199
NB08400,STANTON,1,99167,Stanton County,167.0,31,1990,6244,6157,23,369,3075,348,3092,0,10,1,13,0.12,0.11254851228978001
NB08500,THAYER,1,99169,Thayer County,169.0,31,1990,6635,6546,4,328,3191,295,3404,0,2,0,2,0.102789094327797,0.086662749706228
NB08700,THURSTON,1,99173,Thurston County,173.0,31,1990,6936,3857,8,203,1914,176,1947,0,7,0,1,0.106060606060606,0.0903954802259887
NB08900,WASHINGTON,1,99177,Washington County,177.0,31,1990,16607,16348,82,1073,8034,1095,8369,25,48,13,37,0.133557381130197,0.130840004779544
NB09000,WAYNE,1,99179,Wayne County,179.0,31,1990,9364,9241,39,1096,4468,1172,4789,21,26,11,14,0.24529991047448496,0.24472750052203
NB09100,WEBSTER,1,99181,Webster County,181.0,31,1990,4279,4248,1,193,2050,170,2206,0,0,0,1,0.0941463414634146,0.0770625566636446
NB09200,,1,99183,Wheeler County,183.0,31,1990,948,945,0,46,475,41,470,0,0,0,0,0.0968421052631579,0.0872340425531915
NB09300,YORK,1,99185,York County,185.0,31,1990,14428,14133,88,908,6901,834,7315,6,19,18,70,0.131575134038545,0.11401230348598801
NB02802,OMAHA,2,37000,Omaha city,,31,1990,335795,276218,43576,19948,134656,20733,146947,3549,20526,3846,23463,0.14814044676806098,0.141091686118124
NB05501,LINCOLN,2,28000,Lincoln city,,31,1990,191972,179302,4439,17674,87506,18098,93814,525,2592,397,1923,0.201974721733367,0.19291363762338198
NB04001,GRAND ISLAND,2,19595,Grand Island city,,31,1990,39386,36732,125,2403,18089,2509,19741,11,74,14,59,0.132843164354027,0.12709589179879402
NB07701,BELLEVUE,2,3950,Bellevue city,,31,1990,30982,26968,1978,2325,13895,2184,13804,191,1037,186,973,0.167326376394386,0.158215010141988
NB01001,KEARNEY,2,25055,Kearney city,,31,1990,24396,23415,119,3318,11321,3526,12415,36,71,19,51,0.293083649854253,0.28401127668143394
NB02701,FREMONT,2,17670,Fremont city,,31,1990,23680,23261,53,1599,10994,1691,12368,31,46,6,17,0.14544296889212302,0.136723803363519
NB00101,HASTINGS,2,21415,Hastings city,,31,1990,22837,22192,173,1661,10587,1721,11740,46,112,19,61,0.156890526116936,0.14659284497444597
NB05601,NORTH PLATTE,2,35000,North Platte city,,31,1990,22605,20994,79,1309,10295,1363,11343,14,50,2,34,0.127149101505585,0.12016221458168
NB06001,NORFOLK,2,34615,Norfolk city,,31,1990,21476,20748,192,1510,9958,1513,10905,21,110,19,82,0.15163687487447303,0.138743695552499
NB07101,COLUMBUS,2,10110,Columbus city,,31,1990,19480,19171,40,1161,9195,1180,10088,4,26,3,14,0.12626427406199,0.11697065820777199
NB07901,SCOTTSBLUFF,2,44245,Scottsbluff city,,31,1990,13711,10460,40,677,5475,790,6354,14,30,6,26,0.12365296803653,0.12433112999685197
NB03401,BEATRICE,2,3390,Beatrice city,,31,1990,12354,12127,25,646,5597,697,6581,4,18,0,7,0.115418974450599,0.105910955781796
NB07702,PAPILLION,2,38295,Papillion city,,31,1990,10372,9778,257,765,4927,693,4979,22,136,27,125,0.15526689669169902,0.139184575215907
NB07704,LA VISTA,2,26385,La Vista city,,31,1990,9840,9138,208,715,4631,754,4696,14,107,15,102,0.15439429928741102,0.160562180579216
NB00701,ALLIANCE,2,905,Alliance city,,31,1990,9765,8773,46,464,4437,536,4747,5,24,3,22,0.10457516339869302,0.11291341900147502
NB02201,SOUTH SIOUX CITY,2,46030,South Sioux City city,,31,1990,9677,8704,62,547,4235,590,4689,7,33,3,30,0.129161747343566,0.125826402217957
NB07301,MCCOOK,2,29925,McCook city,,31,1990,8112,7907,9,451,3689,583,4318,6,7,1,2,0.12225535375440501,0.135016211208893
NB07902,GERING,2,18580,Gering city,,31,1990,7946,6912,5,443,3512,437,3887,0,3,0,2,0.126138952164009,0.112426035502959
NB09301,YORK,2,54045,York city,,31,1990,7884,7710,27,550,3693,528,4077,6,18,1,10,0.148930408881668,0.12950699043414302
NB08901,BLAIR,2,5350,Blair city,,31,1990,6860,6748,44,485,3179,553,3586,19,28,9,19,0.15256369927650199,0.15421081985499202
NB02403,LEXINGTON,2,26910,Lexington city,,31,1990,6601,6231,3,394,3106,382,3346,0,2,0,1,0.126851255634256,0.114166168559474
NB06601,NEBRASKA CITY,2,33705,Nebraska City city,,31,1990,6547,6423,14,356,2984,371,3486,2,11,0,3,0.119302949061662,0.10642570281124498
NB01301,PLATTSMOUTH,2,39345,Plattsmouth city,,31,1990,6412,6228,21,428,3040,455,3236,0,15,1,9,0.140789473684211,0.140605686032138
NB02804,RALSTON,2,40605,Ralston city,,31,1990,6236,6051,30,406,3005,432,3128,3,17,1,13,0.135108153078203,0.138107416879795
NB01701,SIDNEY,2,45295,Sidney city,,31,1990,5959,5641,6,330,2675,316,3087,2,4,0,4,0.12336448598130802,0.10236475542598
NB06901,HOLDREGE,2,22640,Holdrege city,,31,1990,5671,5584,3,297,2637,321,2989,0,0,0,3,0.11262798634812302,0.107393777183004
NB08001,SEWARD,2,44420,Seward city,,31,1990,5634,5568,16,510,2584,579,2998,4,10,3,6,0.197368421052632,0.193128752501668
NB02301,CHADRON,2,8605,Chadron city,,31,1990,5588,5128,31,706,2494,710,2692,9,21,3,10,0.28307939053728903,0.263744427934621
