ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Pct_WYM,Pct_WYF
MO09528,FERGUSON,2,23986,Ferguson city,,29,1990,22286,16284,5572,794,7836,818,8618,444,2534,495,3055,0.10132720775906098,0.0949176142956602
MO09502,BALLWIN,2,3160,Ballwin city,,29,1990,21816,20865,348,1282,10268,1326,10777,20,159,35,190,0.124853915075964,0.12303980699638101
MO02406,LIBERTY,2,42032,Liberty city,,29,1990,20459,19393,603,1648,9453,1718,10156,64,295,64,314,0.17433618956944902,0.169161087042143
MO08003,SEDALIA,2,66440,Sedalia city,,29,1990,19800,18406,1075,1172,8677,1185,9847,78,496,73,582,0.135069724559179,0.120341220676348
MO05007,ARNOLD,2,1972,Arnold city,,29,1990,18828,18526,26,1438,9167,1361,9503,2,13,2,14,0.156867023017345,0.14321793117962697
MO09201,O'FALLON,2,54074,O'Fallon city,,29,1990,18698,18065,208,1221,8943,1310,9354,12,117,15,98,0.136531365313653,0.140047038700021
MO01902,BELTON,2,4384,Belton city,,29,1990,18150,17070,413,1171,8398,1244,8923,31,204,30,221,0.139437961419386,0.139414994956853
MO06401,HANNIBAL,2,30214,Hannibal city,,29,1990,18004,16633,1132,1034,7740,1104,8946,87,499,87,643,0.13359173126614998,0.12340710932260199
MO09556,OVERLAND,2,55550,Overland city,,29,1990,17987,16385,1140,869,7954,913,8527,78,486,109,661,0.109253205934121,0.10707165474375502
MO09510,BRIDGETON,2,8398,Bridgeton city,,29,1990,17779,16697,649,1072,8019,1025,8811,45,298,63,353,0.133682504052874,0.116331857904892
MO10106,SIKESTON,2,67790,Sikeston city,,29,1990,17641,14532,2925,911,6716,915,7861,212,1275,289,1661,0.135646217986897,0.11639740491031698
MO00101,KIRKSVILLE,2,39026,Kirksville city,,29,1990,17152,16563,202,2765,7496,3360,9158,80,113,64,95,0.368863393810032,0.36689233457086695
MO01202,POPLAR BLUFF,2,59096,Poplar Bluff city,,29,1990,16996,15299,1431,964,6995,1019,8403,120,663,128,774,0.13781272337383801,0.121266214447221
MO09541,JENNINGS,2,37178,Jennings city,,29,1990,15905,8050,7624,366,3799,345,4346,588,3418,660,4221,0.0963411424058963,0.0793833410032213
MO09538,HAZELWOOD,2,31276,Hazelwood city,,29,1990,15324,13301,1613,940,6513,892,6945,116,723,157,902,0.144326731153078,0.128437724982001
MO05103,WARRENSBURG,2,77092,Warrensburg city,,29,1990,15244,13500,1174,3157,6733,2999,6894,298,570,366,620,0.468884598247438,0.43501595590368397
MO09565,SAINT ANN,2,63956,St. Ann city,,29,1990,14489,13207,935,801,6376,873,6928,91,437,106,506,0.125627352572146,0.1260103926097
MO08101,ROLLA,2,62912,Rolla city,,29,1990,14090,12896,294,2635,6896,1213,6088,94,170,44,125,0.382105568445476,0.19924441524310102
MO09514,CLAYTON,2,14572,Clayton city,,29,1990,13874,12499,443,1517,5791,1686,6896,152,280,102,166,0.261958211017095,0.244489559164733
MO08803,MOBERLY,2,49034,Moberly city,,29,1990,12839,11686,928,759,5307,860,6460,70,459,78,471,0.143018654607123,0.13312693498452
MO09801,MARSHALL,2,46316,Marshall city,,29,1990,12711,11516,995,1009,5496,881,6082,194,534,123,468,0.18358806404657896,0.144853666557054
MO09507,BERKELEY,2,4906,Berkeley city,,29,1990,12450,4130,8158,197,2020,199,2159,761,3750,838,4414,0.0975247524752475,0.0921723019916628
MO09519,CREVE COEUR,2,17272,Creve Coeur city,,29,1990,12304,11337,385,664,5443,699,5991,41,184,59,206,0.121991548778247,0.11667501251877802
MO09406,FARMINGTON,2,23752,Farmington city,,29,1990,11598,10516,891,804,5364,594,5190,190,858,9,50,0.149888143176734,0.114450867052023
MO00404,MEXICO,2,47648,Mexico city,,29,1990,11290,10103,1059,567,4730,584,5407,63,481,75,580,0.119873150105708,0.10800813759940801
MO09518,CRESTWOOD,2,17218,Crestwood city,,29,1990,11234,10967,61,582,5275,550,5771,2,28,4,34,0.110331753554502,0.0953041067405996
MO03505,,2,38306,Kennett city,,29,1990,10941,9663,1159,630,4399,651,5294,94,521,111,643,0.143214366901569,0.122969399319985
MO09504,BELLEFONTAINENEIGHBORS,2,4222,Bellefontaine Neighbors city,,29,1990,10922,9923,872,417,4722,406,5273,71,423,58,456,0.0883100381194409,0.0769960174473734
MO04903,CARTHAGE,2,11656,Carthage city,,29,1990,10747,10174,233,594,4725,592,5491,23,131,9,105,0.125714285714286,0.107812784556547
MO03608,WASHINGTON,2,77416,Washington city,,29,1990,10704,10490,78,673,4948,713,5609,4,43,4,36,0.136014551333872,0.12711713317882
MO07402,MARYVILLE,2,46640,Maryville city,,29,1990,10663,10263,162,1945,4749,2268,5560,63,92,62,72,0.409559907348916,0.40791366906474796
MO09562,RICHMOND HEIGHTS,2,61706,Richmond Heights city,,29,1990,10448,8547,1570,436,3865,538,4758,111,728,118,859,0.11280724450193999,0.11307271963009698
MO02403,EXCELSIOR SPRINGS,2,23086,Excelsior Springs city,,29,1990,10354,9832,311,665,4599,755,5279,79,163,61,151,0.14459665144596698,0.143019511271074
MO01403,FULTON,2,26182,Fulton city,,29,1990,10033,8776,1121,837,4040,1140,4768,70,568,81,553,0.20717821782178197,0.23909395973154396
MO05302,LEBANON,2,41168,Lebanon city,,29,1990,9983,9772,79,597,4430,638,5389,3,43,2,37,0.134762979683973,0.118389311560586
MO09548,MAPLEWOOD,2,45830,Maplewood city,,29,1990,9962,8148,1421,503,3925,509,4307,115,692,158,733,0.128152866242038,0.118179707452984
MO09572,TOWN AND COUNTRY,2,73618,Town and Country city,,29,1990,9519,8717,97,524,3981,507,4811,2,49,6,48,0.131625219794022,0.105383496154646
MO01602,JACKSON,2,35648,Jackson city,,29,1990,9256,9085,112,584,4335,607,4775,25,56,8,56,0.134717416378316,0.12712041884816802
MO07303,NEOSHO,2,51572,Neosho city,,29,1990,9254,8767,99,589,3965,621,4856,7,45,8,54,0.14854981084489302,0.127883031301483
MO04602,WEST PLAINS,2,78928,West Plains city,,29,1990,8913,8722,40,514,3946,552,4833,1,20,0,20,0.13025848960973102,0.11421477343265099
MO09544,LADUE,2,39656,Ladue city,,29,1990,8847,8551,63,482,4163,462,4458,2,29,5,34,0.115781888061494,0.10363391655450901
MO05901,CHILLICOTHE,2,13690,Chillicothe city,,29,1990,8804,8410,313,467,3694,530,4740,5,70,33,244,0.12642122360584698,0.11181434599156098
MO04201,CLINTON,2,14986,Clinton city,,29,1990,8703,8423,183,515,3874,501,4581,14,88,7,95,0.132937532266391,0.109364767518009
MO10901,NEVADA,2,51644,Nevada city,,29,1990,8597,8380,55,506,3722,797,4711,10,35,12,20,0.135948414830736,0.16917851836128198
MO09522,DES PERES,2,19270,Des Peres city,,29,1990,8395,8094,86,464,3987,475,4153,10,52,6,34,0.11637822924504598,0.114375150493619
MO09509,BRENTWOOD,2,8236,Brentwood city,,29,1990,8150,7474,333,286,3400,403,4188,25,150,29,183,0.0841176470588235,0.0962273161413563
MO05003,FESTUS,2,24094,Festus city,,29,1990,8105,7648,346,450,3498,500,4190,25,170,20,176,0.128644939965695,0.119331742243437
MO01904,HARRISONVILLE,2,30610,Harrisonville city,,29,1990,7683,7508,57,514,3489,526,4068,4,30,4,27,0.14732014903984,0.129301868239921
MO09555,OLIVETTE,2,54650,Olivette city,,29,1990,7573,5809,1501,270,2810,252,3040,141,706,111,799,0.09608540925266901,0.0828947368421053
MO10404,DEXTER,2,19396,Dexter city,,29,1990,7559,7479,2,480,3375,498,4137,0,2,0,0,0.14222222222222197,0.12037708484408999
MO09525,ELLISVILLE,2,21898,Ellisville city,,29,1990,7545,7331,65,461,3496,436,3891,6,30,2,35,0.131864988558352,0.11205345669493699
MO09567,SAINT JOHN,2,64478,St. John city,,29,1990,7466,6861,404,351,3345,355,3599,31,167,47,238,0.104932735426009,0.0986385106974159
MO04906,WEBB CITY,2,78118,Webb City city,,29,1990,7449,7243,3,499,3323,513,3952,0,3,0,0,0.150165513090581,0.12980769230769199
MO02701,BOONVILLE,2,7318,Boonville city,,29,1990,7095,5935,1023,850,3027,305,2945,442,699,45,328,0.28080607862570195,0.103565365025467
MO08401,BOLIVAR,2,6976,Bolivar city,,29,1990,6845,6647,44,789,2948,1051,3747,19,29,16,18,0.26763907734057,0.28049105951427805
MO09547,MANCHESTER,2,45668,Manchester city,,29,1990,6542,6034,226,449,3046,391,3057,24,117,26,111,0.147406434668418,0.127903173045469
MO00502,MONETT,2,49196,Monett city,,29,1990,6529,6429,0,383,2953,410,3489,0,0,0,0,0.129698611581443,0.11751218114072802
MO05501,AURORA,2,2548,Aurora city,,29,1990,6459,6342,4,434,2958,400,3426,1,3,0,1,0.14672075726842498,0.116754232340922
MO09569,SHREWSBURY,2,67700,Shrewsbury city,,29,1990,6416,6180,70,328,2691,342,3531,3,31,3,41,0.121887774061687,0.09685641461342402
MO03902,REPUBLIC,2,61238,Republic city,,29,1990,6292,6176,4,414,2898,421,3317,0,3,0,1,0.14285714285714302,0.126921917395237
MO04001,TRENTON,2,73816,Trenton city,,29,1990,6129,6036,10,325,2664,387,3405,2,5,2,5,0.121996996996997,0.11365638766519802
MO05002,DE SOTO,2,19252,De Soto city,,29,1990,5993,5847,111,387,2792,415,3073,11,53,9,58,0.138610315186246,0.13504718516108
MO09532,GLENDALE,2,27334,Glendale city,,29,1990,5945,5831,36,266,2804,258,3066,2,16,6,20,0.0948644793152639,0.0841487279843444
MO03607,UNION,2,74626,Union city,,29,1990,5909,5763,82,439,2745,406,3049,13,49,5,35,0.159927140255009,0.133158412594293
MO08902,RICHMOND,2,61670,Richmond city,,29,1990,5738,5433,242,301,2502,324,2944,21,117,15,130,0.12030375699440402,0.11005434782608699
MO03606,SULLIVAN,2,71440,Sullivan city,,29,1990,5661,5616,2,367,2656,370,2980,1,1,1,1,0.13817771084337302,0.12416107382550301
MO06103,MACON,2,45326,Macon city,,29,1990,5571,5205,330,300,2350,305,2865,21,156,29,174,0.127659574468085,0.10645724258289699
MO09508,BRECKENRIDGE HILLS,2,8164,Breckenridge Hills village,,29,1990,5404,4277,993,281,2087,282,2213,63,425,88,576,0.134643028270244,0.127428829643019
MO09521,DELLWOOD,2,19018,Dellwood city,,29,1990,5245,4707,465,273,2302,251,2428,37,219,34,250,0.118592528236316,0.10337726523888001
MO09564,ROCK HILL,2,62660,Rock Hill city,,29,1990,5217,3400,1693,156,1654,172,1793,138,800,126,898,0.09431680773881501,0.0959286112660346
MO03506,MALDEN,2,45614,Malden city,,29,1990,5123,3833,1238,234,1724,250,2135,96,519,142,719,0.135730858468677,0.117096018735363
MO09553,NORTHWOODS,2,53408,Northwoods city,,29,1990,5106,546,4527,14,193,7,362,401,2099,387,2439,0.0725388601036269,0.0193370165745856
MO09561,PINE LAWN,2,57800,Pine Lawn city,,29,1990,5092,320,4717,8,167,9,163,424,2164,427,2560,0.0479041916167665,0.0552147239263804
MO09205,WENTZVILLE,2,78442,Wentzville city,,29,1990,5088,4267,719,249,2000,276,2300,36,324,56,405,0.1245,0.12
MO06701,CHARLESTON,2,13366,Charleston city,,29,1990,5085,3036,2027,158,1389,147,1654,178,915,192,1117,0.113750899928006,0.088875453446191
MO09570,SUNSET HILLS,2,71746,Sunset Hills city,,29,1990,4915,4755,55,263,2207,203,2573,6,28,4,27,0.11916628908019901,0.0788962300816168
MO05801,BROOKFIELD,2,8650,Brookfield city,,29,1990,4888,4761,82,255,2159,214,2624,2,43,5,45,0.118110236220472,0.0815548780487805
MO05405,LEXINGTON,2,41870,Lexington city,,29,1990,4860,4445,350,412,2186,267,2279,45,184,26,173,0.18847209515096103,0.117156647652479
MO02501,CAMERON,2,10828,Cameron city,,29,1990,4831,4765,32,221,2154,287,2625,2,13,4,19,0.102599814298979,0.109333333333333
MO09526,EUREKA,2,22834,Eureka city,,29,1990,4683,4624,9,291,2164,281,2494,1,5,1,4,0.134473197781885,0.112670408981556
MO04809,OAK GROVE,2,53624,Oak Grove city,,29,1990,4565,4468,12,341,2159,341,2336,1,6,1,6,0.15794349235757302,0.14597602739726
MO03301,SALEM,2,65234,Salem city,,29,1990,4486,4414,1,273,1974,306,2467,0,0,1,1,0.138297872340426,0.12403729225780301
MO09552,NORMANDY,2,52796,Normandy city,,29,1990,4480,2063,2225,101,989,117,1084,180,1006,210,1229,0.102123356926188,0.10793357933579302
MO06601,ELDON,2,21484,Eldon city,,29,1990,4419,4392,0,258,1950,256,2457,0,0,0,0,0.132307692307692,0.10419210419210401
MO09701,SAINTE GENEVIEVE,2,64180,Ste. Genevieve city,,29,1990,4411,4357,11,262,2044,247,2328,0,4,1,7,0.12818003913894302,0.106099656357388
MO09584,WOODSON TERRACE,2,80962,Woodson Terrace city,,29,1990,4362,4152,120,229,1998,238,2186,5,48,5,73,0.11461461461461502,0.10887465690759401
MO03604,PACIFIC,2,55910,Pacific city,,29,1990,4350,4155,128,328,1971,336,2211,11,70,7,58,0.16641298833079698,0.151967435549525
MO00601,LAMAR,2,40376,Lamar city,,29,1990,4168,4113,4,193,1837,222,2291,1,4,0,0,0.10506260206859,0.0969009166302924
MO09574,VALLEY PARK,2,75472,Valley Park city,,29,1990,4165,3916,151,269,1894,299,2061,7,67,15,86,0.142027455121436,0.145075206210577
MO02407,NORTH KANSAS CITY,2,53102,North Kansas City city,,29,1990,4130,3864,75,212,1715,244,2220,4,36,4,39,0.12361516034985401,0.10990990990991
MO00702,BUTLER,2,10054,Butler city,,29,1990,4099,3958,97,171,1763,219,2204,8,47,7,50,0.0969937606352808,0.0993647912885662
MO05001,CRYSTAL CITY,2,17632,Crystal City city,,29,1990,4088,3705,322,216,1755,228,1963,16,156,30,178,0.123076923076923,0.116148751910341
MO04811,SUGAR CREEK,2,71368,Sugar Creek city,,29,1990,3982,3805,11,260,1939,254,1925,0,4,0,7,0.134089736977824,0.13194805194805198
MO08203,LOUISIANA,2,44174,Louisiana city,,29,1990,3967,3624,283,189,1684,195,1968,11,128,27,155,0.11223277909738699,0.0990853658536585
MO09402,BONNE TERRE,2,7102,Bonne Terre city,,29,1990,3871,3841,11,268,1804,254,2043,1,8,0,3,0.148558758314856,0.12432697014194802
MO01905,PLEASANT HILL,2,58394,Pleasant Hill city,,29,1990,3827,3747,18,243,1781,287,1988,2,9,2,9,0.136440202133633,0.144366197183099
MO09557,PAGEDALE,2,55964,Pagedale city,,29,1990,3771,484,3227,19,231,16,270,283,1498,291,1745,0.0822510822510823,0.0592592592592593
MO10701,BRANSON,2,7966,Branson city,,29,1990,3706,3620,2,182,1629,217,2018,0,2,0,0,0.111724984653161,0.107532210109019
MO05406,ODESSA,2,54038,Odessa city,,29,1990,3695,3587,67,221,1661,240,1941,4,32,6,35,0.133052378085491,0.123647604327666
MO09581,WELLSTON,2,78370,Wellston city,,29,1990,3612,248,3342,15,117,10,134,321,1526,344,1818,0.12820512820512803,0.0746268656716418
MO11003,WARRENTON,2,77128,Warrenton city,,29,1990,3564,3458,49,197,1581,193,1900,1,19,2,30,0.12460468058191,0.10157894736842099
MO06801,CALIFORNIA,2,10468,California city,,29,1990,3465,3420,22,194,1536,213,1886,0,11,0,11,0.126302083333333,0.11293743372216301
MO01001,CENTRALIA,2,12898,Centralia city,,29,1990,3414,3316,58,192,1516,200,1821,6,30,1,28,0.12664907651715,0.10982976386600801
MO09531,FRONTENAC,2,26110,Frontenac city,,29,1990,3374,3211,41,157,1578,158,1655,4,19,4,22,0.0994930291508238,0.0954682779456193
MO09527,FENTON,2,23950,Fenton city,,29,1990,3346,3289,3,232,1667,172,1648,0,2,0,1,0.139172165566887,0.104368932038835
MO09563,RIVERVIEW,2,62192,Riverview village,,29,1990,3242,2948,264,154,1409,150,1553,14,110,31,154,0.109297374024131,0.0965872504829362
MO09506,BEL-RIDGE,2,4366,Bel-Ridge village,,29,1990,3199,1281,1874,77,630,78,659,174,862,186,1022,0.12222222222222198,0.118361153262519
MO10101,CHAFFEE,2,12988,Chaffee city,,29,1990,3059,3050,2,180,1379,195,1673,0,1,0,1,0.13052936910804902,0.11655708308428
MO04203,WINDSOR,2,80350,Windsor city,,29,1990,3044,2980,13,188,1388,165,1616,0,6,0,7,0.135446685878963,0.10210396039603999
MO08305,RIVERSIDE,2,62156,Riverside city,,29,1990,3010,2701,134,226,1364,230,1373,13,74,12,65,0.165689149560117,0.16751638747268802
MO08201,BOWLING GREEN,2,7660,Bowling Green city,,29,1990,2976,2630,304,162,1183,166,1471,23,137,21,169,0.13693998309382902,0.112848402447315
MO08302,PLATTE CITY,2,58178,Platte City city,,29,1990,2947,2825,74,205,1390,187,1451,10,42,8,35,0.147482014388489,0.12887663680220499
MO09505,BEL-NOR,2,4348,Bel-Nor village,,29,1990,2935,1770,1112,50,760,58,1023,65,468,71,651,0.0657894736842105,0.0566959921798631
MO04501,FAYETTE,2,23842,Fayette city,,29,1990,2888,2365,492,331,1108,282,1268,67,231,50,261,0.29873646209386306,0.22239747634069398
MO04802,BUCKNER,2,9424,Buckner city,,29,1990,2873,2821,2,198,1357,214,1481,0,1,0,4,0.14591009579955802,0.144496961512492
MO05006,PEVELY,2,57278,Pevely city,,29,1990,2831,2812,9,223,1328,246,1489,0,4,0,5,0.16792168674698799,0.165211551376763
MO03702,HERMANN,2,31762,Hermann city,,29,1990,2754,2727,5,124,1259,129,1475,0,5,1,1,0.0984908657664813,0.0874576271186441
MO09551,MOLINE ACRES,2,49088,Moline Acres city,,29,1990,2710,814,1851,36,370,35,452,181,833,178,1020,0.0972972972972973,0.0774336283185841
MO11103,POTOSI,2,59330,Potosi city,,29,1990,2683,2614,53,167,1206,160,1413,2,24,3,29,0.13847429519071303,0.113234253361642
MO00405,VANDALIA,2,75688,Vandalia city,,29,1990,2683,2347,316,121,1101,126,1254,23,143,21,173,0.109900090826521,0.100478468899522
MO05803,MARCELINE,2,45866,Marceline city,,29,1990,2645,2604,9,111,1153,130,1471,0,6,0,3,0.0962705984388552,0.08837525492861999
MO05601,CANTON,2,11134,Canton city,,29,1990,2623,2512,83,366,1106,518,1415,19,40,23,43,0.330922242314647,0.366077738515901
MO01502,OSAGE BEACH,2,55244,Osage Beach city,,29,1990,2599,2549,15,140,1252,127,1308,0,10,0,5,0.11182108626198099,0.0970948012232416
MO02408,SMITHVILLE,2,68420,Smithville city,,29,1990,2525,2486,11,124,1137,164,1355,0,4,1,7,0.10905892700088,0.12103321033210301
MO09513,CLARKSON VALLEY,2,14176,Clarkson Valley city,,29,1990,2508,2388,30,150,1201,178,1206,0,14,1,16,0.12489592006661099,0.14759535655057998
MO08301,PARKVILLE,2,56288,Parkville city,,29,1990,2402,2130,122,178,1065,223,1109,38,85,16,44,0.167136150234742,0.20108205590622197
MO01405,HOLTS SUMMIT,2,32770,Holts Summit city,,29,1990,2292,2196,54,149,1090,162,1113,7,30,3,24,0.136697247706422,0.1455525606469
MO07002,MONTGOMERY CITY,2,49574,Montgomery City city,,29,1990,2281,2146,121,109,962,138,1188,5,58,6,63,0.113305613305613,0.116161616161616
MO02505,PLATTSBURG,2,58250,Plattsburg city,,29,1990,2248,1957,235,108,935,119,1037,10,122,17,123,0.115508021390374,0.114754098360656
MO09802,SLATER,2,68204,Slater city,,29,1990,2186,1923,229,102,851,109,1086,10,102,13,130,0.11985898942420699,0.10036832412523
MO04807,LAKE LOTAWANA,2,39980,Lake Lotawana city,,29,1990,2141,2106,2,112,1062,112,1056,0,1,1,1,0.105461393596987,0.106060606060606
MO09579,WARSON WOODS,2,77182,Warson Woods city,,29,1990,2049,2016,6,94,992,77,1032,0,2,1,4,0.09475806451612899,0.0746124031007752
MO08503,RICHLAND,2,61562,Richland city,,29,1990,2029,1981,2,112,890,136,1106,0,2,0,0,0.12584269662921302,0.12296564195298401
MO04902,CARTERVILLE,2,11638,Carterville city,,29,1990,2013,1951,0,132,889,156,1070,0,0,0,0,0.14848143982002202,0.145794392523364
MO09577,VINITA PARK,2,76246,Vinita Park city,,29,1990,2001,1047,917,51,486,61,572,69,407,77,512,0.104938271604938,0.106643356643357
MO09539,,2,32266,Hillsdale village,,29,1990,1948,135,1798,4,57,5,80,172,812,163,993,0.0701754385964912,0.0625
MO04803,GRAIN VALLEY,2,28090,Grain Valley city,,29,1990,1898,1859,7,136,910,134,956,0,3,1,4,0.14945054945054903,0.140167364016736
MO03101,GALLATIN,2,26308,Gallatin city,,29,1990,1864,1846,1,105,801,106,1052,0,0,0,1,0.131086142322097,0.100760456273764
MO02405,KEARNEY,2,38072,Kearney city,,29,1990,1790,1768,3,136,851,129,924,0,2,0,1,0.15981198589894197,0.13961038961039002
MO01303,HAMILTON,2,30034,Hamilton city,,29,1990,1737,1727,4,88,759,105,970,0,2,1,2,0.11594202898550698,0.10824742268041199
MO08504,SAINT ROBERT,2,65144,St. Robert city,,29,1990,1730,1079,415,89,581,107,545,37,201,44,231,0.153184165232358,0.196330275229358
MO00803,WARSAW,2,77146,Warsaw city,,29,1990,1696,1671,0,94,738,81,942,0,0,0,0,0.127371273712737,0.0859872611464968
MO09583,WINCHESTER,2,80314,Winchester city,,29,1990,1678,1622,11,113,819,104,820,0,5,2,8,0.137973137973138,0.126829268292683
MO02402,CLAYCOMO,2,14554,Claycomo village,,29,1990,1668,1611,8,117,796,122,834,0,6,0,2,0.146984924623116,0.146282973621103
MO09597,OAKLAND,2,53750,Oakland city,,29,1990,1593,1532,32,57,609,43,929,2,14,1,18,0.0935960591133005,0.046286329386437
MO02002,STOCKTON,2,70828,Stockton city,,29,1990,1579,1561,1,69,683,66,880,0,0,0,1,0.10102489019033699,0.075
MO04701,IRONTON,2,35468,Ironton city,,29,1990,1539,1520,7,66,677,100,846,0,3,0,4,0.0974889217134417,0.11820330969267098
MO08304,WESTON,2,78856,Weston city,,29,1990,1528,1503,1,100,721,92,792,0,0,0,1,0.13869625520110998,0.116161616161616
MO09515,COOL VALLEY,2,16228,Cool Valley city,,29,1990,1407,633,750,26,286,17,351,43,326,52,425,0.0909090909090909,0.0484330484330484
MO09511,CALVERTON PARK,2,10612,Calverton Park village,,29,1990,1404,1301,77,62,618,79,701,7,34,8,43,0.10032362459546901,0.11269614835948599
MO09512,CHARLACK,2,13330,Charlack city,,29,1990,1388,1157,194,91,555,98,621,23,96,19,103,0.16396396396396398,0.15780998389694
MO00704,RICH HILL,2,61418,Rich Hill city,,29,1990,1317,1296,0,72,607,77,693,0,0,0,0,0.11861614497528801,0.111111111111111
MO09516,COUNTRY CLUB HILLS,2,16822,Country Club Hills city,,29,1990,1316,800,508,31,384,32,419,41,229,39,279,0.0807291666666667,0.0763723150357995
MO09566,SAINT GEORGE,2,64370,St. George city,,29,1990,1270,1257,1,59,530,47,736,0,0,0,1,0.111320754716981,0.0638586956521739
MO11004,WRIGHT CITY P.D,2,81124,Wright City city,,29,1990,1250,1132,101,72,540,81,602,4,46,12,55,0.133333333333333,0.13455149501661098
MO09523,EDMUNDSON,2,21376,Edmundson village,,29,1990,1111,969,84,67,466,71,504,11,51,5,33,0.143776824034335,0.14087301587301598
MO09529,FLORDELL HILLS,2,24706,Flordell Hills city,,29,1990,950,467,463,18,214,21,258,37,190,46,273,0.0841121495327103,0.0813953488372093
MO01910,LAKE WINNEBAGO,2,40340,Lake Winnebago city,,29,1990,748,743,0,48,379,38,368,0,0,0,0,0.12664907651715,0.10326086956521699
MO06603,LAKE OZARK,2,40034,Lake Ozark city,,29,1990,681,649,9,42,336,41,327,1,3,2,6,0.125,0.125382262996942
MO09559,PASADENA PARK,2,56414,Pasadena Park village,,29,1990,532,368,153,11,179,11,190,10,81,8,73,0.0614525139664804,0.0578947368421053
MO02410,OAKVIEW,2,53858,Oakview village,,29,1990,351,338,0,11,162,15,183,0,0,0,0,0.0679012345679012,0.0819672131147541
MT00100,BEAVERHEAD,1,99001,Beaverhead County,1.0,30,1990,8424,8138,8,653,4139,590,4055,2,4,1,4,0.15776757670935002,0.145499383477189
MT00200,BIG HORN,1,99003,Big Horn County,3.0,30,1990,11337,4801,16,279,2450,263,2466,1,7,3,11,0.11387755102040802,0.10665044606650399
MT00300,BLAINE,1,99005,Blaine County,5.0,30,1990,6728,4026,6,223,2017,204,2023,0,2,0,4,0.110560237977194,0.100840336134454
MT00400,BROADWATER,1,99007,Broadwater County,7.0,30,1990,3318,3235,1,175,1656,152,1598,0,1,0,0,0.10567632850241498,0.0951188986232791
MT00500,CARBON,1,99009,Carbon County,9.0,30,1990,8080,7928,3,334,3844,375,4133,0,2,0,1,0.086888657648283,0.0907331236390031
MT00700,CASCADE,1,99013,Cascade County,13.0,30,1990,77691,71569,1018,4675,35672,4423,36673,151,612,98,449,0.131055169320475,0.120606440705696
MT00800,CHOUTEAU,1,99015,Chouteau County,15.0,30,1990,5452,5205,4,254,2656,237,2565,0,0,1,4,0.0956325301204819,0.0923976608187135
MT00900,CUSTER,1,99017,Custer County,17.0,30,1990,11697,11309,11,739,5548,686,5850,5,9,1,3,0.133201153568854,0.11726495726495698
MT01000,DANIELS,1,99019,Daniels County,19.0,30,1990,2266,2230,0,122,1110,85,1132,0,0,0,0,0.10990990990991,0.0750883392226148
MT01100,DAWSON,1,99021,Dawson County,21.0,30,1990,9505,9341,0,562,4653,533,4723,0,0,0,0,0.12078229099505698,0.112852000846919
MT01400,FERGUS,1,99027,Fergus County,27.0,30,1990,12083,11874,8,609,5834,567,6088,0,8,0,2,0.10438806993486502,0.0931340341655716
MT01500,FLATHEAD,1,99029,Flathead County,29.0,30,1990,59218,57447,55,3183,28688,3071,29209,5,35,3,21,0.110952314556609,0.10513882707384697
MT01600,GALLATIN,1,99031,Gallatin County,31.0,30,1990,50463,48751,78,5583,25099,4738,24081,29,52,7,28,0.22243914100163398,0.19675262655205303
MT01800,GLACIER,1,99035,Glacier County,35.0,30,1990,12121,5244,11,288,2606,267,2652,1,7,2,4,0.11051419800460499,0.100678733031674
MT02000,GRANITE,1,99039,Granite County,39.0,30,1990,2548,2514,0,130,1315,138,1206,0,0,0,0,0.0988593155893536,0.114427860696517
MT02100,HILL,1,99041,Hill County,41.0,30,1990,17654,14646,19,998,7366,872,7363,4,15,0,4,0.135487374423025,0.118429987776721
MT02200,JEFFERSON,1,99043,Jefferson County,43.0,30,1990,7939,7715,4,434,3937,387,3843,1,3,0,2,0.110236220472441,0.10070257611241198
MT02400,LAKE,1,99047,Lake County,47.0,30,1990,21041,16270,14,903,8074,819,8337,3,8,2,7,0.111840475600694,0.0982367758186398
MT02500,LEWIS AND CLARK,1,99049,Lewis and Clark County,49.0,30,1990,47495,45597,63,2789,22488,2886,23503,7,42,6,27,0.124021700462469,0.122792834957239
MT02600,LIBERTY,1,99051,Liberty County,51.0,30,1990,2295,2274,3,95,1110,113,1168,0,2,1,1,0.0855855855855856,0.0967465753424658
MT02700,LINCOLN,1,99053,Lincoln County,53.0,30,1990,17481,16945,11,954,8596,947,8507,1,5,0,6,0.11098185202419698,0.11132008933819199
MT02800,MCCONE,1,99055,McCone County,55.0,30,1990,2276,2246,1,133,1156,123,1100,0,0,0,1,0.11505190311418699,0.11181818181818198
MT02900,MADISON,1,99057,Madison County,57.0,30,1990,5989,5847,0,345,3048,291,2860,0,0,0,0,0.11318897637795301,0.10174825174825201
MT03000,MEAGHER,1,99059,Meagher County,59.0,30,1990,1819,1774,0,101,921,88,864,0,0,0,0,0.109663409337676,0.101851851851852
MT03100,MINERAL,1,99061,Mineral County,61.0,30,1990,3315,3174,3,163,1611,158,1593,0,1,0,2,0.101179391682185,0.0991839296924043
MT03200,MISSOULA,1,99063,Missoula County,63.0,30,1990,78687,75017,172,6233,37205,6360,38445,46,117,17,68,0.167531245800296,0.16543113538821697
