place_fips,STATEFP,Govt_level
99147,31,1
16655,31,2
23445,31,2
99149,31,1
3215,31,2
99151,31,1
52960,31,2
11370,31,2
17775,31,2
99153,31,1
3950,31,2
38295,31,2
20260,31,2
26385,31,2
99155,31,1
50965,31,2
2305,31,2
99157,31,1
44245,31,2
18580,31,2
32410,31,2
29715,31,2
32830,31,2
32305,31,2
99159,31,1
44420,31,2
32060,31,2
99161,31,1
19350,31,2
42775,31,2
99163,31,1
29470,31,2
99165,31,1
99167,31,1
46800,31,2
99169,31,1
99171,31,1
99173,31,1
38750,31,2
97000,31,7
53275,31,2
99175,31,1
37280,31,2
99177,31,1
5350,31,2
99179,31,1
51840,31,2
99181,31,1
40920,31,2
5560,31,2
99183,31,1
99185,31,1
54045,31,2
98000,31,0
99001,31,0
99003,31,0
99005,31,0
99007,31,0
99009,31,0
99011,31,0
99013,31,0
99015,31,0
99017,31,0
99019,31,0
99021,31,0
99023,31,0
99025,31,0
99027,31,0
99029,31,0
99031,31,0
99033,31,0
99035,31,0
99037,31,0
99039,31,0
99041,31,0
99043,31,0
99045,31,0
99047,31,0
99049,31,0
99051,31,0
99053,31,0
99055,31,0
99057,31,0
99059,31,0
99061,31,0
99063,31,0
99065,31,0
99067,31,0
99069,31,0
99071,31,0
99073,31,0
99075,31,0
99077,31,0
99079,31,0
99081,31,0
99083,31,0
99085,31,0
99087,31,0
99089,31,0
99091,31,0
99093,31,0
99095,31,0
99097,31,0
99099,31,0
99101,31,0
99103,31,0
99105,31,0
99107,31,0
99109,31,0
99111,31,0
99113,31,0
99115,31,0
99117,31,0
99119,31,0
99121,31,0
99123,31,0
99125,31,0
99127,31,0
99129,31,0
99131,31,0
99133,31,0
99135,31,0
99137,31,0
99139,31,0
99141,31,0
99143,31,0
99145,31,0
99147,31,0
99149,31,0
99151,31,0
99153,31,0
99155,31,0
99157,31,0
99159,31,0
99161,31,0
99163,31,0
99165,31,0
99167,31,0
99169,31,0
99171,31,0
99173,31,0
99175,31,0
99177,31,0
99179,31,0
99181,31,0
99183,31,0
99185,31,0
98000,31,0
76000,37,2
51000,37,0
99001,37,1
9060,37,2
21100,37,2
27280,37,2
42240,37,2
30260,37,2
99001,37,0
99001,37,0
99003,37,1
66960,37,2
99003,37,0
99003,37,0
99005,37,1
63680,37,2
999999,37,0
99005,37,0
99005,37,0
99007,37,1
70380,37,2
38200,37,2
44560,37,2
53140,37,2
1420,37,2
99007,37,0
99007,37,0
99009,37,1
72540,37,2
34440,37,2
34440,37,0
99009,37,0
99009,37,0
99011,37,1
46740,37,2
3500,37,2
15580,37,2
20700,37,2
4510,37,2
15580,37,2
99011,37,0
99011,37,0
99013,37,1
71220,37,2
2620,37,2
4640,37,2
12580,37,2
71220,37,0
99013,37,1
99013,37,0
99013,37,0
99015,37,1
2580,37,2
74680,37,2
38030,37,2
2320,37,2
13560,37,2
99015,37,0
99015,37,0
99017,37,1
6240,37,2
12780,37,2
20600,37,2
73300,37,2
18040,37,2
20600,37,0
999999,37,0
99017,37,0
99017,37,0
99019,37,1
39040,37,2
60800,37,2
63400,37,2
31960,37,2
6760,37,2
76080,37,2
65900,37,2
48700,37,2
10960,37,2
3150,37,2
59090,37,2
37680,37,2
46060,37,2
99019,37,1
47860,37,2
99019,37,0
99019,37,0
99021,37,1
2140,37,2
6140,37,2
5880,37,2
71560,37,2
44100,37,2
75280,37,2
2140,37,0
999999,37,4
6140,37,0
2140,37,0
99021,37,0
99021,37,0
99023,37,1
44400,37,2
69520,37,2
17860,37,2
26200,37,2
44400,37,0
14280,37,0
99023,37,0
99023,37,0
99025,37,1
14100,37,2
35200,37,2
99025,37,0
99025,37,0
99027,37,1
27420,37,2
37760,37,2
56240,37,2
32980,37,2
99027,37,0
99027,37,0
99029,37,1
99029,37,0
99029,37,0
99031,37,1
4260,37,2
44320,37,2
2500,37,2
46860,37,2
10260,37,2
21160,37,2
52000,37,2
33460,37,2
999999,37,0
2500,37,0
99031,37,0
99031,37,0
99033,37,1
99033,37,0
99033,37,0
99035,37,1
14340,37,2
31060,37,2
40660,37,2
47000,37,2
8140,37,2
12720,37,2
39280,37,2
10980,37,2
99035,37,0
99035,37,0
99037,37,1
61860,37,2
52660,37,2
99037,37,0
99037,37,0
99039,37,1
1380,37,2
45660,37,2
99039,37,0
99039,37,0
99041,37,1
20120,37,2
99041,37,0
99041,37,0
99043,37,1
99043,37,0
99043,37,0
99045,37,1
35880,37,2
61200,37,2
6800,37,2
37260,37,2
22720,37,2
28400,37,2
53160,37,2
35880,37,0
35890,37,2
61200,37,0
99045,37,0
99045,37,0
99047,37,1
11640,37,2
22240,37,2
66520,37,2
73660,37,2
36640,37,2
6860,37,2
99047,37,1
8420,37,2
36640,37,0
99047,37,0
99047,37,0
99049,37,1
30120,37,2
46340,37,2
69680,37,2
68340,37,2
17660,37,2
7860,37,2
56710,37,2
99049,37,0
99049,37,0
99051,37,1
22920,37,2
32640,37,2
64180,37,2
22920,37,0
64840,37,2
22920,37,9
99051,37,0
99051,37,0
99053,37,1
99053,37,0
99053,37,0
99055,37,1
35720,37,2
41060,37,2
45880,37,2
63130,37,2
36060,37,2
45880,37,0
99055,37,0
99055,37,0
99057,37,1
38060,37,2
67420,37,2
16980,37,2
99057,37,0
99057,37,0
99059,37,1
43720,37,2
14460,37,2
99059,37,0
99059,37,0
99061,37,1
70720,37,2
5660,37,2
22560,37,2
35460,37,2
57860,37,2
71160,37,2
40640,37,2
9760,37,2
99061,37,0
99061,37,0
99063,37,1
19000,37,2
19000,37,0
19000,37,9
19000,37,0
99063,37,0
99063,37,0
99063,37,0
99065,37,1
57500,37,2
66700,37,2
39960,37,2
52140,37,2
53840,37,2
99065,37,0
99065,37,0
99065,37,0
99067,37,1
35600,37,2
75000,37,2
75000,37,0
75000,37,9
75000,37,0
99067,37,0
99067,37,0
99067,37,0
99069,37,1
39360,37,2
24720,37,2
76200,37,2
8860,37,2
11560,37,2
99069,37,0
99069,37,0
99071,37,1
4840,37,2
5220,37,2
12340,37,2
16180,37,2
99071,37,1
25580,37,2
64500,37,2
39480,37,2
44960,37,2
39880,37,2
15260,37,2
55260,37,2
31440,37,2
99071,37,1
25580,37,0
99071,37,0
99071,37,0
99073,37,1
25680,37,2
25680,37,0
99073,37,0
99073,37,0
99075,37,1
57020,37,2
99075,37,0
99075,37,0
99077,37,1
49800,37,2
9360,37,0
15320,37,2
65320,37,2
64940,37,2
99077,37,0
99077,37,0
99077,37,0
99079,37,1
32540,37,2
62760,37,2
99079,37,0
99079,37,0
99081,37,1
25980,37,2
28000,37,2
31400,37,2
28000,37,0
28000,37,0
99081,37,4
999999,37,0
31400,37,0
99081,37,0
99081,37,0
99083,37,1
21360,37,2
56900,37,2
59780,37,2
28920,37,2
31860,37,2
38680,37,2
71780,37,2
999999,37,0
99083,37,0
99083,37,0
99085,37,1
18320,37,2
1400,37,2
13360,37,2
38220,37,2
21740,37,2
38220,37,0
8760,37,9
99085,37,0
99085,37,0
99087,37,1
10240,37,2
71500,37,2
13280,37,2
999999,37,2
40600,37,2
99087,37,0
99087,37,0
99089,37,1
30720,37,2
37160,37,2
23760,37,2
99089,37,0
99089,37,0
99091,37,1
500,37,2
45640,37,2
75080,37,2
99091,37,0
99091,37,0
99093,37,1
54580,37,2
99093,37,0
99093,37,0
99095,37,1
99095,37,0
99095,37,0
99097,37,1
44220,37,2
64740,37,2
29640,37,2
68500,37,2
39420,37,2
68500,37,0
99097,37,0
99097,37,0
99099,37,1
66500,37,2
15880,37,0
99099,37,0
99099,37,0
99101,37,1
62520,37,2
5040,37,2
12860,37,2
24520,37,2
35540,37,2
52020,37,2
53820,37,2
60320,37,2
42620,37,2
99101,37,0
99101,37,0
99103,37,1
42100,37,2
53200,37,2
99103,37,0
99103,37,0
99105,37,1
59280,37,2
8080,37,2
99105,37,1
99105,37,0
99105,37,0
99107,37,1
35920,37,2
36400,37,2
52400,37,2
35920,37,4
99107,37,0
99107,37,0
99109,37,1
38320,37,2
38320,37,0
99109,37,0
99109,37,0
99111,37,1
41420,37,2
48920,37,2
999999,37,0
99111,37,0
99111,37,0
99113,37,1
24640,37,2
31360,37,2
99113,37,0
99113,37,0
99115,37,1
41580,37,2
32840,37,2
41620,37,2
41620,37,9
99115,37,0
99115,37,0
99117,37,1
74220,37,2
30040,37,2
34320,37,2
48060,37,2
57100,37,2
22040,37,2
99117,37,0
99117,37,0
99119,37,1
12000,37,2
99119,37,1
52220,37,2
14700,37,2
16400,37,2
33120,37,2
41960,37,2
12000,37,0
16400,37,9
12000,37,9
99119,37,0
99119,37,0
99121,37,1
64260,37,2
3100,37,2
99121,37,0
99121,37,0
99123,37,1
68520,37,2
6000,37,2
10120,37,2
44900,37,2
64580,37,2
99123,37,0
99123,37,0
99125,37,1
160,37,2
51940,37,2
57000,37,2
63120,37,2
10680,37,2
51840,37,2
69840,37,2
73140,37,2
24570,37,2
63120,37,0
66980,37,2
63120,37,0
99125,37,0
99125,37,0
99125,37,0
99127,37,1
46000,37,2
64160,37,2
3020,37,2
3900,37,2
42700,37,2
61060,37,2
73160,37,2
99127,37,0
99127,37,0
99127,37,0
99129,37,1
10500,37,2
74440,37,2
75820,37,2
36220,37,2
74440,37,0
999999,37,0
99129,37,1
10500,37,0
99129,37,0
99129,37,0
99129,37,0
99131,37,1
56440,37,2
14400,37,2
25560,37,2
34000,37,2
59980,37,2
75340,37,2
60560,37,2
25540,37,2
99131,37,0
99131,37,0
99133,37,1
34200,37,2
32180,37,2
56360,37,2
66360,37,2
99133,37,1
66360,37,0
47845,37,2
99133,37,0
99133,37,0
99135,37,1
11800,37,2
31620,37,2
10620,37,2
11800,37,0
11800,37,4
99135,37,0
99135,37,0
99137,37,1
49380,37,2
99137,37,0
99137,37,0
99139,37,1
20580,37,2
20580,37,0
99139,37,0
99139,37,0
99141,37,1
8960,37,2
68040,37,2
66040,37,2
99141,37,0
99141,37,0
99143,37,1
30900,37,2
74720,37,2
99143,37,0
99143,37,0
99145,37,1
58160,37,2
99145,37,0
99145,37,0
99147,37,1
2840,37,2
22820,37,2
28080,37,2
5460,37,2
24440,37,2
28200,37,2
28240,37,2
75060,37,2
28080,37,0
99147,37,0
99147,37,0
99149,37,1
68580,37,2
58920,37,2
13980,37,2
99149,37,0
99149,37,0
99151,37,1
2080,37,2
24740,37,2
38100,37,2
55040,37,2
55080,37,2
1720,37,2
60080,37,2
99151,37,0
99151,37,0
99153,37,1
20840,37,2
29160,37,2
57260,37,2
99153,37,0
99153,37,0
99155,37,1
39700,37,2
42020,37,2
55660,37,2
58720,37,2
22360,37,2
50340,37,2
51080,37,2
58140,37,2
51080,37,0
49460,37,0
99155,37,0
99155,37,0
99157,37,1
20080,37,2
40560,37,2
42060,37,2
55900,37,2
65100,37,2
55900,37,0
99157,37,0
99157,37,0
99159,37,1
12480,37,2
19860,37,2
36860,37,2
999999,37,99
58860,37,2
57340,37,2
63760,37,2
27440,37,2
13000,37,2
99159,37,0
99159,37,0
99161,37,1
24080,37,2
58460,37,2
63880,37,2
36500,37,2
840,37,2
99161,37,0
99161,37,0
99163,37,1
13240,37,2
25460,37,2
47020,37,2
57800,37,2
58840,37,2
99163,37,0
99163,37,0
99165,37,1
37220,37,2
25940,37,2
70480,37,2
19620,37,2
99165,37,0
99165,37,0
99167,37,1
680,37,2
47980,37,2
48040,37,2
64460,37,2
38860,37,2
680,37,0
2960,37,2
999999,37,0
99167,37,0
99167,37,0
99169,37,1
70780,37,2
35760,37,2
16240,37,0
999999,37,0
99169,37,0
99169,37,0
99171,37,1
20620,37,2
44800,37,2
51820,37,2
17340,37,2
99171,37,0
99171,37,0
99173,37,1
8480,37,2
99039,37,7
99173,37,0
99173,37,0
99175,37,1
7720,37,2
99175,37,0
99175,37,0
99177,37,1
13940,37,2
99177,37,0
99177,37,0
99179,37,1
41640,37,2
43920,37,2
71460,37,2
74760,37,2
99179,37,0
99179,37,0
99181,37,1
30660,37,2
30660,37,0
99181,37,0
99181,37,0
99183,37,1
55000,37,2
1520,37,2
10740,37,2
25300,37,2
25480,37,2
36080,37,2
70540,37,2
71860,37,2
76220,37,2
25300,37,2
57640,37,2
55000,37,0
44520,37,2
55000,37,4
55000,37,0
32260,37,2
55000,37,0
55000,37,0
1520,37,0
55000,37,0
99183,37,0
99183,37,0
99185,37,1
47240,37,2
71100,37,2
99185,37,0
99185,37,0
99187,37,1
53040,37,2
57740,37,2
15420,37,2
15420,37,0
99187,37,0
99187,37,0
99189,37,1
7080,37,2
6500,37,2
7080,37,0
60505,37,2
99189,37,0
99189,37,0
99191,37,1
26880,37,2
21960,37,2
24900,37,2
45100,37,2
51780,37,2
26880,37,4
70820,37,2
60540,37,0
99191,37,0
99191,37,0
99193,37,1
47880,37,2
74020,37,2
57700,37,2
99193,37,0
99193,37,0
99195,37,1
74540,37,2
6080,37,2
20980,37,2
39600,37,2
59340,37,2
64560,37,2
62060,37,2
74540,37,9
99195,37,0
99195,37,0
99197,37,1
34840,37,2
75960,37,2
7140,37,2
19320,37,2
1900,37,2
99197,37,0
99197,37,0
99199,37,1
9140,37,2
9140,37,0
99199,37,0
99199,37,0
98000,37,0
98000,37,0
98000,37,0
98000,37,0
63740,38,2
51000,38,0
51000,38,0
12460,38,2
51000,38,0
51000,38,0
99001,38,1
99003,38,1
81180,38,2
99005,38,1
45580,38,2
49620,38,2
99007,38,1
51900,38,2
99009,38,1
8460,38,2
86380,38,2
85020,38,2
99011,38,1
8700,38,2
71500,38,2
66300,38,2
99013,38,1
15460,38,2
64140,38,2
99015,38,1
7200,38,2
46640,38,2
99017,38,1
12700,38,2
25700,38,2
84780,38,2
42780,38,2
25700,38,0
99019,38,1
44780,38,2
99021,38,1
999999,38,99
58740,38,2
99023,38,1
16940,38,2
99025,38,1
42700,38,2
99027,38,1
56620,38,2
99029,38,1
46980,38,2
76500,38,2
99031,38,1
12340,38,2
99033,38,1
99035,38,1
32060,38,2
45020,38,2
58300,38,2
24060,38,2
78660,38,2
32060,38,0
99037,38,1
23020,38,2
99039,38,1
15900,38,2
99041,38,1
56180,38,2
99043,38,1
75780,38,2
75780,38,2
99045,38,1
43580,38,2
44540,38,2
99047,38,1
45740,38,2
55420,38,2
99049,38,1
999999,38,99
99051,38,1
3540,38,2
87020,38,2
99053,38,1
83860,38,2
99055,38,1
99057,38,1
6660,38,2
36780,38,2
75420,38,2
88140,38,2
62260,38,2
31180,38,2
99059,38,1
49900,38,2
56700,38,2
99061,38,1
56740,38,2
60940,38,2
75380,38,2
99063,38,1
44300,38,2
99065,38,1
13180,38,2
99067,38,1
12940,38,2
20340,38,2
99069,38,1
68860,38,2
99071,38,1
19420,38,2
99073,38,1
24260,38,2
47100,38,2
99075,38,1
72540,38,2
99077,38,1
82660,38,2
99079,38,1
21020,38,2
67820,38,2
99081,38,1
27260,38,2
34020,38,2
99083,38,1
49020,38,2
99085,38,1
99087,38,1
99089,38,1
19620,38,2
5820,38,2
74185,38,2
99091,38,1
99093,38,1
40580,38,2
99095,38,1
11860,38,2
67500,38,2
99097,38,1
38100,38,2
51500,38,2
36100,38,2
63900,38,2
99099,38,1
31820,38,2
60900,38,2
99101,38,1
42020,38,2
53380,38,2
10940,38,2
77180,38,2
99103,38,1
35900,38,2
26180,38,2
99105,38,1
78940,38,2
86220,38,2
98000,38,0
98000,38,0
51000,33,0
99001,33,1
1060,33,3
3220,33,3
4740,33,3
10660,33,3
28740,33,3
28980,33,3
40180,33,2
47140,33,3
51540,33,3
67300,33,3
77060,33,3
99001,33,1
99003,33,1
3700,33,3
7940,33,3
14660,33,3
23620,33,3
27700,33,3
38260,33,3
45060,33,3
49380,33,3
58740,33,3
67780,33,3
76100,33,3
77620,33,3
78180,33,3
86420,33,3
99003,33,1
99005,33,1
820,33,3
12260,33,3
19140,33,3
26500,33,3
29220,33,3
34420,33,3
36660,33,3
38500,33,3
39300,33,2
45460,33,3
45700,33,3
50580,33,3
64420,33,3
64580,33,3
65700,33,3
73700,33,3
74900,33,3
75300,33,3
75700,33,3
77380,33,3
78420,33,3
82660,33,3
85540,33,3
99005,33,1
99007,33,1
5140,33,2
10100,33,3
13780,33,3
16820,33,3
25140,33,3
30260,33,3
40420,33,3
47860,33,3
56100,33,3
61780,33,3
63860,33,3
68980,33,3
73060,33,3
73380,33,3
74180,33,3
84420,33,3
99007,33,1
99009,33,1
580,33,3
2020,33,3
3940,33,3
5060,33,3
5460,33,3
7540,33,3
7700,33,3
8660,33,3
8980,33,3
18740,33,3
22020,33,3
24340,33,3
27300,33,3
30820,33,3
32180,33,3
33860,33,3
34820,33,3
36900,33,3
35220,33,3
40660,33,3
41300,33,2
41860,33,3
42020,33,3
42580,33,3
44260,33,3
48980,33,3
58340,33,3
58500,33,3
61060,33,3
62660,33,3
65940,33,3
74740,33,3
76740,33,3
78740,33,3
79380,33,3
80500,33,3
87060,33,3
99009,33,1
99011,33,1
1300,33,3
1700,33,3
4500,33,3
4900,33,3
8100,33,3
17780,33,3
27140,33,3
29860,33,3
31540,33,3
31940,33,3
33700,33,3
36180,33,3
37140,33,3
37940,33,3
42260,33,3
44580,33,3
45140,33,2
46260,33,3
47540,33,3
48020,33,3
49140,33,3
50260,33,2
50740,33,3
51940,33,3
59940,33,3
60580,33,3
68820,33,3
76260,33,3
79780,33,3
85220,33,3
85940,33,3
99011,33,1
99013,33,1
660,33,3
1460,33,3
6260,33,3
6500,33,3
6980,33,3
9860,33,3
12420,33,3
14200,33,2
16980,33,3
19460,33,3
24900,33,3
27380,33,2
35540,33,3
35860,33,3
37300,33,3
37540,33,3
43380,33,3
50900,33,3
52100,33,3
54260,33,3
60020,33,3
61940,33,3
66980,33,3
75460,33,3
78580,33,3
80020,33,3
84900,33,3
98000,33,0
99013,33,1
99015,33,1
2340,33,3
2820,33,3
7220,33,3
9300,33,3
12100,33,3
17140,33,3
17460,33,3
17940,33,3
21380,33,3
24660,33,3
25380,33,3
27940,33,3
31700,33,3
32900,33,3
33060,33,3
33460,33,3
39780,33,3
40100,33,3
43220,33,3
50980,33,3
51380,33,3
51620,33,3
52340,33,3
52900,33,3
54580,33,3
56820,33,3
57460,33,3
62500,33,3
62900,33,2
64020,33,3
66180,33,3
66660,33,3
67620,33,3
68260,33,3
71140,33,3
74340,33,3
85780,33,3
99015,33,1
99017,33,1
3460,33,3
18820,33,2
19700,33,3
26020,33,3
41460,33,3
44820,33,3
47700,33,3
48660,33,3
51220,33,3
65140,33,2
65540,33,3
69940,33,2
73860,33,3
19700,33,0
99017,33,1
99019,33,1
260,33,3
11380,33,3
12900,33,2
16340,33,3
30500,33,3
31220,33,3
40900,33,3
41700,33,3
52580,33,3
62340,33,3
72740,33,3
75060,33,3
77940,33,3
78980,33,3
15060,33,3
99019,33,1
99001,33,0
99003,33,0
99005,33,0
99007,33,0
99009,33,0
99011,33,0
99013,33,0
99015,33,0
99017,33,0
99019,33,0
98000,33,0
51000,34,5
51000,34,0
51000,34,4
99001,34,1
100,34,2
2080,34,2
7810,34,2
8680,34,2
20350,34,2
20290,34,3
25560,34,3
29280,34,3
29430,34,2
40530,34,2
41370,34,2
43890,34,2
49410,34,3
52950,34,2
59640,34,2
68430,34,2
75620,34,2
999999,34,0
99001,34,1
99001,34,8
99001,34,0
99003,34,1
700,34,2
1090,34,2
5170,34,2
6490,34,2
10480,34,2
13570,34,2
13810,34,2
15820,34,2
17530,34,2
18400,34,2
21300,34,2
19510,34,2
20020,34,2
21450,34,2
21480,34,2
21510,34,2
22470,34,2
22560,34,2
24420,34,2
24990,34,2
25770,34,2
26640,34,2
28680,34,2
30150,34,2
30420,34,2
30540,34,2
31920,34,2
32310,34,2
40020,34,2
40680,34,2
41100,34,2
42090,34,3
42750,34,3
44880,34,2
46110,34,2
47610,34,2
47700,34,2
51660,34,2
52320,34,2
53430,34,2
53610,34,2
53850,34,2
54870,34,2
54990,34,2
55770,34,2
55950,34,2
56130,34,2
61680,34,2
62910,34,2
62940,34,2
63000,34,2
63360,34,2
63690,34,3
63990,34,3
64170,34,2
65280,34,2
65340,34,3
65400,34,2
68970,34,3
72360,34,3
72420,34,2
72480,34,2
75140,34,2
76400,34,2
76490,34,2
77139,34,3
80270,34,2
82300,34,2
82570,34,2
83050,34,3
99003,34,1
99003,34,1
99003,34,8
99003,34,0
99005,34,1
5740,34,2
6670,34,2
6700,34,3
8920,34,2
8950,34,3
12670,34,3
12940,34,3
17080,34,3
17440,34,3
18790,34,3
20050,34,3
22110,34,3
23250,34,2
23850,34,3
29010,34,3
81440,34,3
42060,34,3
43290,34,3
43740,34,3
45120,34,3
45210,34,2
47880,34,3
48900,34,3
49020,34,3
51510,34,3
53070,34,3
55800,34,2
57480,34,2
57510,34,3
63510,34,3
63660,34,2
69990,34,3
78200,34,3
82420,34,3
82960,34,2
99005,34,4
99005,34,1
99005,34,8
99005,34,0
99007,34,1
2200,34,2
2230,34,2
3250,34,2
4750,34,2
5440,34,2
5470,34,3
8170,34,2
10000,34,2
12550,34,2
13420,34,2
14260,34,2
12280,34,3
26070,34,2
26820,34,2
26760,34,3
28740,34,3
28770,34,2
28800,34,2
32220,34,2
39210,34,2
39420,34,2
40440,34,2
42630,34,2
45510,34,2
48750,34,2
53880,34,2
57660,34,3
58770,34,2
58920,34,2
65160,34,2
68340,34,2
71220,34,2
72240,34,2
76220,34,3
77630,34,3
81740,34,3
82450,34,2
10000,34,0
999999,34,5
12280,34,5
99007,34,1
99007,34,1
99007,34,8
99007,34,0
99009,34,1
2320,34,2
10270,34,2
10330,34,2
41610,34,3
45810,34,3
53490,34,2
54360,34,2
66390,34,2
71010,34,2
78530,34,2
80210,34,2
81170,34,2
81200,34,2
81890,34,2
999999,34,4
99009,34,1
99009,34,8
99009,34,0
99011,34,1
7600,34,2
16900,34,3
22350,34,3
39450,34,3
46680,34,2
74870,34,3
76070,34,2
99011,34,1
99011,34,8
99011,34,0
99013,34,1
4695,34,3
6260,34,3
9265,34,2
22385,34,3
11200,34,3
19390,34,2
21840,34,2
26610,34,2
34450,34,3
40890,34,3
43800,34,3
46380,34,3
47500,34,3
52620,34,2
53680,34,3
13045,34,3
64590,34,2
69274,34,3
75815,34,3
78510,34,3
79800,34,3
99013,34,1
999999,34,0
51000,34,0
47500,34,0
51000,34,0
99013,34,1
51000,34,0
99013,34,1
99013,34,8
99013,34,0
99015,34,1
13360,34,2
17710,34,3
19180,34,3
21060,34,3
24840,34,3
26340,34,2
28185,34,3
30180,34,3
41160,34,3
43440,34,3
47250,34,3
49680,34,2
51390,34,2
57150,34,2
59070,34,2
69030,34,3
71850,34,2
77180,34,3
78110,34,2
78800,34,3
80120,34,2
82120,34,2
82180,34,2
82840,34,3
47250,34,3
26340,34,0
99015,34,1
99015,34,8
99015,34,0
99017,34,1
3580,34,2
19360,34,2
28650,34,2
30210,34,2
32250,34,2
36000,34,2
36510,34,2
52470,34,3
66570,34,2
74630,34,2
77930,34,3
79610,34,2
99017,34,1
99017,34,1
99017,34,8
99017,34,0
99019,34,1
550,34,3
6370,34,2
9280,34,2
13720,34,2
13750,34,3
17170,34,3
23700,34,2
24870,34,3
25350,34,2
26550,34,2
29460,34,2
31320,34,2
32460,34,3
38610,34,2
39630,34,2
39660,34,3
46260,34,2
61920,34,3
62250,34,3
72510,34,3
99019,34,1
78230,34,3
99019,34,1
99019,34,8
99019,34,0
99021,34,1
19780,34,3
22185,34,3
29310,34,3
31620,34,2
33150,34,2
33180,34,3
39510,34,3
57600,34,2
60900,34,2
60915,34,3
74000,34,2
77210,34,3
80240,34,3
98000,34,0
98000,34,0
98000,34,0
74000,34,0
999999,34,0
99021,34,1
99021,34,8
99021,34,0
99023,34,1
10750,34,2
15550,34,3
18490,34,2
19000,34,3
20230,34,3
30840,34,2
31470,34,2
34890,34,2
54705,34,3
45690,34,2
45900,34,2
46620,34,2
47280,34,3
51210,34,2
52560,34,3
58200,34,2
59010,34,3
59280,34,3
65790,34,2
68550,34,2
68790,34,3
69390,34,2
69420,34,2
69810,34,2
82000,34,3
99023,34,1
51210,34,0
99023,34,1
99023,34,1
99023,34,8
99023,34,0
99025,34,1
730,34,2
760,34,2
1960,34,2
14560,34,3
2110,34,2
2440,34,2
4930,34,2
6970,34,2
7750,34,2
16660,34,2
19840,34,2
21570,34,2
22440,34,2
22950,34,2
25200,34,2
25230,34,3
31500,34,2
32640,34,3
33300,34,3
34200,34,2
36480,34,2
36810,34,2
40770,34,2
41010,34,2
41310,34,2
42990,34,3
43050,34,2
44070,34,3
44520,34,2
70,34,3
45990,34,3
47130,34,2
49890,34,3
49920,34,2
73020,34,2
54270,34,3
54570,34,2
30690,34,3
62430,34,2
65130,34,2
66240,34,2
66330,34,2
67350,34,2
68670,34,2
70110,34,2
70140,34,2
74540,34,2
76460,34,3
79310,34,2
54480,34,1
99025,34,1
99025,34,1
99025,34,8
99025,34,0
99027,34,1
6610,34,2
6640,34,3
9040,34,2
12100,34,2
12130,34,3
12580,34,2
12610,34,3
17650,34,3
18070,34,2
19210,34,3
23910,34,2
29550,34,3
29700,34,3
34980,34,3
37110,34,2
40290,34,2
42510,34,2
45330,34,2
45360,34,3
46860,34,3
47670,34,3
48090,34,3
48210,34,2
48300,34,2
48480,34,2
48690,34,2
49080,34,3
50130,34,2
56460,34,3
41362,34,3
58110,34,3
61890,34,3
63300,34,2
64050,34,2
64080,34,3
64980,34,3
75890,34,2
77240,34,3
80390,34,2
99027,34,1
99027,34,1
99027,34,8
99027,34,0
99029,34,1
3130,34,2
3520,34,2
3940,34,2
4180,34,2
5305,34,3
7420,34,3
18130,34,3
30390,34,2
34530,34,2
34680,34,3
37380,34,3
37770,34,2
38550,34,3
39390,34,2
40560,34,3
41250,34,3
43140,34,3
43380,34,2
54300,34,3
54450,34,2
58590,34,2
59790,34,3
59880,34,2
59910,34,2
66450,34,2
66480,34,2
67110,34,2
69510,34,2
70320,34,3
71640,34,2
74210,34,2
3050,34,3
99029,34,1
99029,34,1
99029,34,8
99029,34,0
99031,34,1
6340,34,2
13690,34,2
29070,34,2
30570,34,2
40620,34,3
53040,34,2
56550,34,2
57000,34,2
60090,34,2
61170,34,2
63150,34,2
73140,34,2
76730,34,2
77840,34,3
79460,34,3
79820,34,2
77840,34,0
99031,34,1
99031,34,1
99031,34,8
99031,34,0
99033,34,1
21240,34,2
21330,34,3
41640,34,3
57870,34,3
57750,34,2
65490,34,2
10610,34,3
82720,34,2
99033,34,1
99033,34,8
99033,34,0
99035,34,1
4450,34,3
5560,34,3
5590,34,2
6790,34,2
7180,34,3
7720,34,3
22890,34,2
24900,34,3
27510,34,3
31890,34,3
43620,34,2
47580,34,3
53280,34,2
57300,34,2
61980,34,2
68460,34,2
68730,34,2
76940,34,3
77600,34,2
99035,34,1
99035,34,1
99035,34,8
99035,34,0
99037,34,1
1360,34,3
9160,34,3
24930,34,2
29220,34,2
29850,34,3
32910,34,2
51930,34,2
54660,34,2
69690,34,3
70380,34,2
70890,34,3
99037,34,1
75740,34,3
99037,34,1
99037,34,8
99037,34,0
99039,34,1
5320,34,3
13150,34,3
15640,34,3
21000,34,2
22860,34,2
25800,34,2
31980,34,3
36690,34,2
40350,34,2
48510,34,2
51810,34,2
59190,34,2
61530,34,2
64620,34,2
64650,34,2
66060,34,3
70020,34,3
71430,34,2
74480,34,3
79040,34,2
81650,34,3
74630,34,0
99039,34,1
99039,34,1
999999,34,0
99039,34,8
99039,34,0
99041,34,1
1030,34,2
4990,34,2
6160,34,3
28260,34,3
28710,34,2
33930,34,3
37320,34,3
41490,34,3
43320,34,3
55530,34,3
58350,34,2
59820,34,3
77270,34,2
77300,34,3
99041,34,1
99041,34,8
99041,34,0
98000,34,0
98000,34,0
98000,34,0
1090,34,0
51000,34,2
98000,34,0
